document_id,url,title,date,dispute_title,document_type.name,annulment_committee_members,annulment_committee_president,arbitrator,claimant_appointee,claimant_counsel,claimant_expert,country,judge,other_counsel,other_expert,president,respondent_appointee,respondent_counsel,respondent_expert
1,http://www.italaw.com/sites/default/files/case-documents/ita0059.pdf,Award,2009-09-08 07:00:00,"Azpetrol International Holdings B.V., Azpetrol Group B.V. and Azpetrol Oil Services Group B.V. v. The Republic of Azerbaijan, ICSID Case No. ARB/06/15",Award,,,,Charles Brower,,,,,,,Florentino Feliciano,Christopher Greenwood,,
3,,Award on Jurisdiction (not public),2007-10-05 07:00:00,"Werner Schneider, acting in his capacity as insolvency administrator of Walter Bau Ag (In Liquidation) v. The Kingdom of Thailand, UNCITRAL (formerly Walter Bau AG (in liquidation) v. The Kingdom of Thailand)",Award,,,,,,,,,,,,,,
4,http://www.italaw.com/sites/default/files/case-documents/ita0067.pdf,Award,2009-07-01 07:00:00,"Werner Schneider, acting in his capacity as insolvency administrator of Walter Bau Ag (In Liquidation) v. The Kingdom of Thailand, UNCITRAL (formerly Walter Bau AG (in liquidation) v. The Kingdom of Thailand)",Award,,,,Marc Lalonde,,,,,,,Ian Barker,Jayavadh Bunnag,,
5,http://www.italaw.com/sites/default/files/case-documents/ita0068.pdf,Stipulation and Order Extending Briefing Schedule of Thailand's Cross-Motion to Dismiss Petition,2010-09-16 07:00:00,"Werner Schneider, acting in his capacity as insolvency administrator of Walter Bau Ag (In Liquidation) v. The Kingdom of Thailand, UNCITRAL (formerly Walter Bau AG (in liquidation) v. The Kingdom of Thailand)",Order,,,,,,,United States of America,,,,,,,
5,http://www.italaw.com/sites/default/files/case-documents/ita0068.pdf,Stipulation and Order Extending Briefing Schedule of Thailand's Cross-Motion to Dismiss Petition,2010-09-16 07:00:00,"Werner Schneider, acting in his capacity as insolvency administrator of Walter Bau Ag (In Liquidation) v. The Kingdom of Thailand, UNCITRAL (formerly Walter Bau AG (in liquidation) v. The Kingdom of Thailand)",Request,,,,,,,United States of America,,,,,,,
6,http://www.italaw.com/sites/default/files/case-documents/ita0069.pdf,Confirmation of Arbitral Award,2011-03-14 07:00:00,"Werner Schneider, acting in his capacity as insolvency administrator of Walter Bau Ag (In Liquidation) v. The Kingdom of Thailand, UNCITRAL (formerly Walter Bau AG (in liquidation) v. The Kingdom of Thailand)",Award,,,,,,,United States of America,,,,,,,
10,http://www.italaw.com/sites/default/files/case-documents/ita0073.pdf,Order re Scheduling of Pre-Argument Conference,2011-04-28 07:00:00,"Werner Schneider, acting in his capacity as insolvency administrator of Walter Bau Ag (In Liquidation) v. The Kingdom of Thailand, UNCITRAL (formerly Walter Bau AG (in liquidation) v. The Kingdom of Thailand)",Order,,,,,,,United States of America,,,,,,,
17,http://www.italaw.com/sites/default/files/case-documents/ita0061.pdf,Award (English),2006-07-14 07:00:00,"Azurix Corp. v. The Argentine Republic, ICSID Case No. ARB/01/12",Award,,,,Marc Lalonde,,,,,,,Andrés Rigo Sureda,Daniel Martins,,
18,http://www.italaw.com/sites/default/files/case-documents/ita0063.pdf,Decision on the Argentine Republic’s Request for a Continued Stay of Enforcement of the Award (English),2007-12-28 08:00:00,"Azurix Corp. v. The Argentine Republic, ICSID Case No. ARB/01/12",Award,Bola Ajibola,Gavan Griffith,,,,,,,,,,,,
18,http://www.italaw.com/sites/default/files/case-documents/ita0063.pdf,Decision on the Argentine Republic’s Request for a Continued Stay of Enforcement of the Award (English),2007-12-28 08:00:00,"Azurix Corp. v. The Argentine Republic, ICSID Case No. ARB/01/12",Request,Bola Ajibola,Gavan Griffith,,,,,,,,,,,,
19,http://www.italaw.com/sites/default/files/case-documents/ita0065.pdf,Decision on the Application for Annulment of the Argentine Republic (English),2009-09-01 07:00:00,"Azurix Corp. v. The Argentine Republic, ICSID Case No. ARB/01/12",Request,Bola Ajibola,Gavan Griffith,,,,,,,,,,,,
23,http://www.italaw.com/sites/default/files/case-documents/ita0057.pdf,Award (English),1999-11-01 08:00:00,"Robert Azinian, Kenneth Davitian, & Ellen Baca v. The United Mexican States, ICSID Case No. ARB (AF)/97/2",Award,,,Benjamin Civiletti,,,,,,,,Jan Paulsson,,,
24,http://www.iareporter.com/articles/20120726_1,"Notice of Dispute (not public, see IAReporter story)",,Axiata Group v. India,Report,,,,,,,,,,,,,,
27,http://www.italaw.com/sites/default/files/case-documents/ita0051_0.pdf,Procedural Order No. 2 (English),2006-08-03 07:00:00,"AWG Group Ltd. v. The Argentine Republic, UNCITRAL",Order,,,,,,,,,,,Jeswald Salacuse,,,
31,http://www.italaw.com/sites/default/files/case-documents/italaw6304.pdf,Award,2015-04-09 07:00:00,"AWG Group Ltd. v. The Argentine Republic, UNCITRAL",Award,,,Pedro Nikken,,Freshfields Bruckhaus Deringer LLP,,,,,,Jeswald W. Salacuse,,Procuradora del Tesoro de la Nación,
32,http://www.italaw.com/sites/default/files/case-documents/italaw6302.pdf,Peitition to Vacate Arbitration Award,2015-07-06 07:00:00,"AWG Group Ltd. v. The Argentine Republic, UNCITRAL",Award,,,,,,,,,,,,,Cleary Gottlieb Steen & Hamilton LLP,
33,http://globalarbitrationreview.com/news/article/34018/chinese-state-owned-company-triumphs-us-soil/?utm_source=Law%20Business%20Research&utm_medium=email&utm_campaign=5990872_GAR%20Briefing&dm_i=1KSF%2C3KEL4%2CKH28HK%2CCSQXR%2C1,Award (not public),2015-07-31 07:00:00,AVIC International Holding Corporation and Chengdu Aircraft Corporation v. Triumph Aerostructures,Award,,,,Tai Heng Cheng,Baker & McKenzie,,,,,,Edna Sussman,Robert Davidson,Stradley Ronon,
36,http://www.italaw.com/sites/default/files/case-documents/italaw4208.pdf,Award,2015-03-02 08:00:00,"Mr. Hassan Awdi, Enterprise Business Consultants, Inc. and Alfa El Corporation v. Romania, ICSID Case No. ARB/10/13",Award,,,,Hamid Gharavi,,,,,,,Piero Bernardini,Rudolf Dolzer,,
41,http://www.italaw.com/sites/default/files/case-documents/ita0900.pdf,Award,2004-04-30 07:00:00,"Waste Management, Inc. v. United Mexican States (""Number 2""), ICSID Case No. ARB(AF)/00/3",Award,,,,Benjamin Civiletti,,,,,,,James Crawford,Eduardo Magallón Gómez,,
42,http://www.italaw.com/sites/default/files/case-documents/italaw7120.pdf,Procedural Order No. 1,2011-10-31 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David A.R. Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
43,http://www.italaw.com/sites/default/files/case-documents/ita1024.pdf,Directions Concerning Claimants' Application for Provisional Measures of 12 June 2012,2012-06-13 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Request,,,David Williams,,,,,,,,L. Yves Fortier,,,
44,http://www.italaw.com/sites/default/files/case-documents/ita1044.pdf,Procedural Order No. 2,2012-06-26 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,An Chen,David Williams,,,,,,,L. Yves Fortier,,,
45,http://www.italaw.com/sites/default/files/case-documents/italaw1238.pdf,Procedural Order No. 3,2013-01-11 08:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,An Chen,David Williams,,,,,,,L. Yves Fortier,,,
46,http://www.italaw.com/sites/default/files/case-documents/italaw1326.pdf,Procedural Order No. 4,2013-03-16 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,An Chen,David Williams,,,,,,,L. Yves Fortier,,,
47,http://www.italaw.com/sites/default/files/case-documents/italaw7121.pdf,Procedural Order No. 5,2013-04-03 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David A.R. Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
48,http://www.italaw.com/sites/default/files/case-documents/italaw7122.pdf,Procedural Order No. 6,2013-07-22 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David A.R. Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
49,http://www.italaw.com/sites/default/files/case-documents/italaw7123.pdf,Procedural Order No. 7,2013-08-08 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David A.R. Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
50,http://www.italaw.com/sites/default/files/case-documents/italaw7124.pdf,Procedural Order No. 8,2013-09-25 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David A.R. Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
51,http://www.italaw.com/sites/default/files/case-documents/italaw7125.pdf,Procedural Order No. 9,2013-10-15 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David A.R. Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
52,http://www.italaw.com/sites/default/files/case-documents/italaw7126.pdf,Procedural Order No. 10,2014-02-24 08:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David A.R. Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
53,http://www.italaw.com/sites/default/files/case-documents/italaw7127.pdf,Procedural Order No. 11,2014-07-15 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David A.R. Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
54,http://www.italaw.com/sites/default/files/case-documents/italaw7128.pdf,Procedural Order No. 12,2014-09-05 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David A.R. Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
55,http://www.italaw.com/sites/default/files/case-documents/italaw7129.pdf,Procedural Order No. 13,2014-12-23 08:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Order,,,,David Williams,Matthew Coleman,,,,,,Yves Fortier,An Chen,,
56,http://www.italaw.com/sites/default/files/case-documents/italaw7095_0.pdf,Award,2015-07-28 07:00:00,"Bernhard von Pezold and Others v. Republic of Zimbabwe, ICSID Case No. ARB/10/15",Award,,,,David Williams,Steptoe & Johnson,,,,,,Yves Fortier,Michael Hwang,Kimbrough & Associés,
58,http://www.italaw.com/sites/default/files/case-documents/ita0892.pdf,Arbitral Award (English),2000-06-02 07:00:00,"Waste Management, Inc. v. United Mexican States, ICSID Case No. ARB(AF)/98/2",Award,,,,Keith Highet,,,,,,,Bernardo Cremades,Eduardo Siqueiros,,
63,http://www.italaw.com/sites/default/files/case-documents/italaw7199.pdf,"Award of the Tribunal, Dissenting Opinion of Mr. Henri Alvarez and Dissenting Opinion of Mr. Luis Herrera Marcano (English)",2013-11-27 08:00:00,"Total S.A. v. The Argentine Republic, ICSID Case No. ARB/04/01",Award,,,,Henri Alvarez,Freshfields Bruckhaus Deringer,,,,,,Giorgio Sacerdoti,Luis Herrera Marcano,,
66,http://www.iareporter.com/articles/20140513_1,"Notice of Arbitration (not public, see IAReporter story)",2014-04-17 07:00:00,"Vodafone v. India, UNCITRAL",Report,,,,,,,,,,,,,,
69,,Award,2003-01-24 08:00:00,"Zhinvali Development Ltd. v. Republic of Georgia, ICSID Case No. ARB/00/1",Award,,,,,,,,,,,,,,
70,,Opinion on Provisional Application of the Energy Charter Treaty by Prof. Igor Lukashuk (not public),,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Igor Lukashuk,,,,
71,,Expert Opinion on the Constitutional Legal Aspects of the Conclusion and Application of International Treaties of the Russian Federation by Prof. Suren Avakiyan (not public),2006-02-21 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Suren Avakiyan,,,,
75,,Opinion on Provisional Application of International Treaties according to the Constitution of the Russian Federation by Dr. Marat Baglay (not public),2006-02-26 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Marat Baglay,,,,
78,,Opinion concerning the Provisional Application of the Energy Charter Treaty by the Russian Federation by Mr. Vladimir Gladyshev (not public),2006-06-29 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Vladimir Gladyshev,,,,
79,,"Expert Opinion on the Provisional Application of International Treaties in the Finnish Constitutional Law Context, especially with regard to the Energy Charter Treaty by Prof. Martti Koskenniemi (not public)",2006-10-27 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Martti Koskenniemi,,,,
80,,Opinion concerning Provisional Application of Article 26 of the Energy Charter Treaty from an International and German Constitutional Law Perspective by Prof. Georg Nolte (not public),2006-10-31 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Georg Nolte,,,,
81,,Report of the Ministry of Justice of the Russian Federation by Deputy Minister S.V. Vasilyvev (not public),2006-12-12 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Report,,,,,,,,,,S.V. Vasilyvev,,,,
82,,Legal Opinion on the Provisional Application of a Treaty under French Constitutional Law (Taking the Example of the Energy Charter Treaty) by Prof. Alain Pellet (not public),2006-12-13 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Alain Pellet,,,,
83,,Witness Statement concerning the Provisional Application of the Energy Charter Treaty by Mr. Anatoly Martynov (not public),2006-12-14 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Anatoly Martynov,,,,
85,,Opinion concerning the Provisional Application of the Energy Charter Treaty by the Russian Federation by Prof. Angelika Nussberger (not public),2007-01-17 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Angelika Nussberger,,,,
86,,Expert Witness Statement by Prof. Myron Nordquist (on provisional application of the compulsory dispute settlement provisions of the ECT by the Russian Federation) (not public),2007-01-19 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Myron Nordquist,,,,
88,,Opinion Concerning the Provisional Application of the Energy Charter Treaty by Mr. Sydney Fremantle (not public),2007-01-21 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Sydney Fremantle,,,,
91,,Expert Witness Report by Prof. Stef van Weeghel (on entitlement to taxation benefits of the Cyprus-Russia double taxation convention) (not public),2007-01-29 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Report,,,,,,,,,,Stef van Weeghel,,,,
92,,Second Opinion concerning the Provisional Application of the Energy Charter Treaty by the Russian Federation by Mr. Vladimir Gladyshev (not public),2007-05-02 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,Vladimir Gladyshev,,,,
94,http://www.italaw.com/sites/default/files/case-documents/ita0910.pdf,Interim Award on Jurisdiction and Admissibility,2009-11-30 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Award,,,,Charles Poncet,,,,,,,L. Yves Fortier,Stephen Schwebel,,
95,,First Expert Report of Professor H. David Rosenbloom (not public),2011-04-01 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Report,,,,,,,,,,,,,,H. David Rosenbloom
96,,Expert Report of Mr. Philip Baker QC (not public),2012-03-14 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Report,,,,,,Philip Baker,,,,,,,,
97,,Second Expert Report of Professor H. David Rosenbloom (not public),2012-08-15 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Report,,,,,,,,,,,,,,H. David Rosenbloom
98,http://www.italaw.com/sites/default/files/case-documents/italaw3279.pdf,Final Award,2014-07-18 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Award,,,,Charles Poncet,,,,,,,L. Yves Fortier,Stephen Schwebel,,
99,http://www.italaw.com/sites/default/files/case-documents/italaw4153_0_0.pdf,Expert Report of Anton V. Asoskov (English),2014-10-30 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Report,,,,,,,,,,,,,,Anton V. Asoskov
100,http://www.italaw.com/sites/default/files/case-documents/italaw4155_1.pdf,Expert Report of James Dow (English),2014-11-08 08:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Report,,,,,,,,,,,,,,James Dow
107,http://www.italaw.com/sites/default/files/case-documents/italaw4444_1.pdf,Expert Report of S.P. Kothari,2015-10-20 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Report,,,,,,,United States of America,,,,,,,
108,http://www.italaw.com/sites/default/files/case-documents/italaw4445_1.pdf,Respondent Motion to Dismiss Petition to Confirm Award filed with U.S. District Court of District of Columbia,2015-10-20 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Award,,,,,,,United States of America,,,,,,,
108,http://www.italaw.com/sites/default/files/case-documents/italaw4445_1.pdf,Respondent Motion to Dismiss Petition to Confirm Award filed with U.S. District Court of District of Columbia,2015-10-20 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,United States of America,,,,,,,
109,http://www.italaw.com/sites/default/files/case-documents/italaw4446_1.pdf,Respondent Motion to Deny Confirmation of Award filed with U.S. District Court of District of Columbia,2015-10-20 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,United States of America,,,,,,,
109,http://www.italaw.com/sites/default/files/case-documents/italaw4446_1.pdf,Respondent Motion to Deny Confirmation of Award filed with U.S. District Court of District of Columbia,2015-10-20 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Award,,,,,,,United States of America,,,,,,,
113,http://www.italaw.com/sites/default/files/case-documents/italaw7502.pdf,Memorandum of Points and Authorities in Support of Russia's Supplemental Motion to Dismiss Claimant's Petition,2016-06-05 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,undefined,,,,,,,,,
116,http://www.italaw.com/sites/default/files/case-documents/italaw7504.pdf,Petitioners' Opposition to Respondent's Motion for Leave to File a Surreply,2016-08-05 07:00:00,"Yukos Universal Limited (Isle of Man) v. The Russian Federation, UNCITRAL, PCA Case No. AA 227",Request,,,,,,,,,,,,,,
117,http://www.italaw.com/sites/default/files/case-documents/ita0909.pdf,Award (reproduced with permission from 30 ILM 577 © ASIL and HeinOnline),2003-03-31 08:00:00,"Yaung Chi Oo Trading Pte. Ltd. v. Government of the Union of Myanmar, ASEAN I.D. Case No. ARB/01/1",Award,,,James Crawford,,,,,,,,Sompong Sucharitkul,,,
118,,"Award (Embodying Settlement Agreement, not public)",1998-12-21 08:00:00,"WRB Enterprises and Grenada Private Power Limited v. Grenada, ICSID Case No. ARB/97/5",Award,,,,Pierre Lalive,Coudert Brothers,,,,,,John Murray,Nicholas Liverpool,Charles Russell Solicitors,
119,http://www.iareporter.com/articles/20131218,"Notice of Arbitration (not public, see IAReporter article)",2013-12-16 08:00:00,"World Wide Minerals v. Republic of Kazakhstan, UNCITRAL (Case 2)",Report,,,,Franklin Berman,,,,,,,,,,
121,http://www.italaw.com/sites/default/files/case-documents/italaw6351.pdf,Award (excerpts),2000-09-01 07:00:00,"Banro American Resources, Inc. and Société Aurifère du Kivu et du Maniema S.A.R.L. v. Democratic Republic of the Congo, ICSID Case No. ARB/98/7",Award,,,,Carveth Harcourt Geach,Akin,,,,,,Prosper Weil,Alioune Diagne,Ministre de la Justice et Garde des Sceaux,
122,http://www.italaw.com/sites/default/files/case-documents/ita0906.pdf,Final Award,2011-11-30 08:00:00,"White Industries Australia Limited v. The Republic of India, UNCITRAL",Award,,,,Charles Brower,,,,,,,J. William Rowley,Christopher Lau,,
123,http://www.italaw.com/sites/default/files/case-documents/ita0905.pdf,Order,2006-03-16 08:00:00,"Western NIS Enterprise Fund v. Ukraine, ICSID Case No. ARB/04/2",Order,,,Jan Paulsson,,,,,,,,Rodrigo Oreamuno Blanco,,,
125,http://www.italaw.com/sites/default/files/case-documents/ita0902.pdf,Award (reproduced with permission from 41 ILM 896 © ASIL and HeinOnline),2000-12-08 08:00:00,"Wena Hotels Ltd. v. Arab Republic of Egypt, ICSID Case No. ARB/98/4",Award,,,,Ibrahim Fadlallah,,,,,,,Monroe Leigh,Hamzeh Ahmad Haddad,,
127,http://www.italaw.com/sites/default/files/case-documents/ita0904.pdf,Decision on the Application by Wena Hotels Ltd. for Interpretation of the Arbitral Award,2005-10-31 08:00:00,"Wena Hotels Ltd. v. Arab Republic of Egypt, ICSID Case No. ARB/98/4",Award,,,,Ibrahim Fadlallah,,,,,,,Klaus Sachs,Carl Salans,,
127,http://www.italaw.com/sites/default/files/case-documents/ita0904.pdf,Decision on the Application by Wena Hotels Ltd. for Interpretation of the Arbitral Award,2005-10-31 08:00:00,"Wena Hotels Ltd. v. Arab Republic of Egypt, ICSID Case No. ARB/98/4",Request,,,,Ibrahim Fadlallah,,,,,,,Klaus Sachs,Carl Salans,,
128,http://www.iareporter.com/articles/20110503_5,"Award (not public, see IAReporter article)",2010-12-22 08:00:00,"World Wide Minerals v. Republic of Kazakhstan, UNCITRAL (Case 1)",Report,,,,,,,,,,,Stanimir Alexandrov,,,
128,http://www.iareporter.com/articles/20110503_5,"Award (not public, see IAReporter article)",2010-12-22 08:00:00,"World Wide Minerals v. Republic of Kazakhstan, UNCITRAL (Case 1)",Award,,,,,,,,,,,Stanimir Alexandrov,,,
129,,Award ,2006-10-04 07:00:00,"World Duty Free Company v Republic of Kenya, ICSID Case No. Arb/00/7",Award,,,,Andrew Rogers,Geoffrey Robertson and Olivia Holdsworth,,,,,,Gilbert Guillaume,V.V. Veeder,Freshfields Bruckhaus Deringer,
136,http://www.italaw.com/sites/default/files/case-documents/ita0907.pdf,Award (English),2008-12-08 08:00:00,"Wintershall Aktiengesellschaft v. Argentine Republic, ICSID Case No. ARB/04/14",Award,,,,Piero Bernardini,,,,,,,Fali Nariman,Santiago Torres Bernárdez,,
138,http://www.italaw.com/sites/default/files/case-documents/italaw1587.pdf,Confidentiality Order,2013-09-16 07:00:00,"Windstream Energy LLC v. Government of Canada, PCA Case No. 2013-22",Order,,,R. Doak Bishop,,,,,,,,Veijo Heiskanen,,,
139,http://www.italaw.com/sites/default/files/case-documents/italaw1588.pdf,Procedural Order No. 1,2013-09-16 07:00:00,"Windstream Energy LLC v. Government of Canada, PCA Case No. 2013-22",Order,,,R. Doak Bishop,,,,,,,,Veijo Heiskanen,,,
142,http://www.italaw.com/sites/default/files/case-documents/italaw3061.pdf,Procedural Order No. 2,2014-01-12 08:00:00,"Windstream Energy LLC v. Government of Canada, PCA Case No. 2013-22",Order,,,R. Doak Bishop,,,,,,,,Veijo Heiskanen,,,
145,http://www.italaw.com/sites/default/files/case-documents/italaw4276.pdf,Procedural Order No. 3,2015-01-21 08:00:00,"Windstream Energy LLC v. Government of Canada, PCA Case No. 2013-22",Order,,,,,,,,,,,Veijo Heiskanen,,,
146,http://www.italaw.com/sites/default/files/case-documents/italaw4277.pdf,Procedural Order No. 4,2015-02-23 08:00:00,"Windstream Energy LLC v. Government of Canada, PCA Case No. 2013-22",Order,,,,,,,,,,,Veijo Heiskanen,,,
147,http://www.italaw.com/sites/default/files/case-documents/italaw4286.pdf,Annex A to Procedural Order No. 1 (Revised),2015-05-14 07:00:00,"Windstream Energy LLC v. Government of Canada, PCA Case No. 2013-22",Order,,,,,,,,,,,,,,
148,http://www.italaw.com/sites/default/files/case-documents/italaw4297.pdf,Procedural Order No. 5,2015-05-23 07:00:00,"Windstream Energy LLC v. Government of Canada, PCA Case No. 2013-22",Order,,,Bernardo Cremades,,,,,,,,Veijo Heiskanen,,,
169,http://www.iareporter.com/articles/20100928_3,"Notice of Dispute, 2008 (not public see IAReporter story)",2008-01-01 08:00:00,Peter Franz Vocklinghaus v. Czech Republic,Report,,,,,,,,,,,,,,
170,http://www.italaw.com/sites/default/files/case-documents/italaw4182.pdf,Final Award,2011-09-19 07:00:00,Peter Franz Vocklinghaus v. Czech Republic,Award,,,,Bohuslav Klein,,,,,,,John Beechey,Laurent Lévy,,
171,http://www.iareporter.com/articles/20110819_8,"Settlement agreed by parties and proceedings discontinued, April 2011 (not public see IAReporter story)",2011-04-01 07:00:00,"Vivendi v. Republic of Poland, UNCITRAL",Report,,,,,,,,,,,,,,
178,http://www.italaw.com/sites/default/files/case-documents/ita0891.pdf,Interim Award on Jurisdiction and Admissibility,2009-11-30 08:00:00,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",Award,,,,Charles Poncet,,,,,,,L. Yves Fortier,Stephen Schwebel,,
179,http://www.italaw.com/sites/default/files/case-documents/italaw3280.pdf,Final Award (English),2014-07-18 07:00:00,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",Award,,,,Charles Poncet,,,,,,,L. Yves Fortier,Stephen Schwebel,,
180,http://www.italaw.com/sites/default/files/case-documents/italaw4153_0.pdf,Expert Report of Anton V. Asoskov (English),2014-10-30 07:00:00,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",Report,,,,,,,,,,,,,,Anton V. Asoskov
181,http://www.italaw.com/sites/default/files/case-documents/italaw4155_0.pdf,Expert Report of James Dow (English),2014-11-08 08:00:00,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",Report,,,,,,,,,,,,,,James Dow
188,http://www.italaw.com/sites/default/files/case-documents/italaw4444.pdf,Expert Report of S.P. Kothari,2015-10-20 07:00:00,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",Report,,,,,,,United States of America,,,,,,,
189,http://www.italaw.com/sites/default/files/case-documents/italaw4445.pdf,Respondent Motion to Dismiss Petition to Confirm Award filed with U.S. District Court of District of Columbia,2015-10-20 07:00:00,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",Award,,,,,,,United States of America,,,,,,,
189,http://www.italaw.com/sites/default/files/case-documents/italaw4445.pdf,Respondent Motion to Dismiss Petition to Confirm Award filed with U.S. District Court of District of Columbia,2015-10-20 07:00:00,"Veteran Petroleum Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 228",Request,,,,,,,United States of America,,,,,,,
