document_id,url,title,date,dispute_title,document_type.name,annulment_committee_members,annulment_committee_president,arbitrator,claimant_appointee,claimant_counsel,claimant_expert,country,judge,other_counsel,other_expert,president,respondent_appointee,respondent_counsel,respondent_expert
2411,http://www.italaw.com/sites/default/files/case-documents/ita1042.pdf,"Claimant's Letter to the President of the Republic of Indonesia, a Request for Legal Protection",2012-04-20 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Request,,,,,,,,,,,,,,
2412,,Request for Arbitration (not public),2012-05-22 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Request,,,,,,,,,,,,,,
2415,http://www.italaw.com/sites/default/files/case-documents/italaw1183.pdf,Procedural Order No. 1,2012-12-06 08:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2416,http://www.italaw.com/sites/default/files/case-documents/italaw1267.pdf,"Procedural Order No. 2, Request for Joinder",2013-02-05 08:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Request,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2416,http://www.italaw.com/sites/default/files/case-documents/italaw1267.pdf,"Procedural Order No. 2, Request for Joinder",2013-02-05 08:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2417,http://www.italaw.com/sites/default/files/case-documents/italaw1312.pdf,"Procedural Order No. 3, Provisional Measures",2013-03-04 08:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2418,http://www.italaw.com/sites/default/files/case-documents/italaw1371.pdf,Procedural Order No. 4,2013-03-18 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2419,http://www.italaw.com/sites/default/files/case-documents/italaw1372.pdf,Procedural Order No. 5,2013-03-19 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2420,http://www.italaw.com/sites/default/files/case-documents/italaw1410.pdf,Procedural Order No. 6,2013-05-08 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Albert Jan van den Berg,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2421,http://www.italaw.com/sites/default/files/case-documents/italaw1487_0.pdf,Procedural Order No. 7,2013-05-28 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,Albert Jan van den Berg,,,,,,,Gabrielle Kaufmann-Kohler,Michael Hwang,,
2424,http://www.italaw.com/sites/default/files/case-documents/italaw3158.pdf,Procedural Order No. 8,2014-04-22 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,Albert Jan van den Berg,,,,,,,Gabrielle Kaufmann-Kohler,Michael Hwang,,
2425,http://www.italaw.com/sites/default/files/case-documents/italaw3252.pdf,Procedural Order No. 9,2014-07-08 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,Albert Jan van den Berg,,,,,,,Gabrielle Kaufmann-Kohler,Michael Hwang,,
2426,http://www.italaw.com/sites/default/files/case-documents/italaw3263.pdf,Procedural Order No. 10,2014-07-22 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,Albert Jan van den Berg,,,,,,,Gabrielle Kaufmann-Kohler,Michael Hwang,,
2427,http://www.italaw.com/sites/default/files/case-documents/italaw4045.pdf,Procedural Order No. 11,2014-08-21 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,,,,,,,,,,,
2428,http://www.italaw.com/sites/default/files/case-documents/italaw4044.pdf,Procedural Order No. 12,2014-10-27 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,,,,,,,,,,,
2429,http://www.italaw.com/sites/default/files/case-documents/italaw4071.pdf,Procedural Order No. 13,2014-11-18 08:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,,,,,,,,,,,
2430,http://www.italaw.com/sites/default/files/case-documents/italaw4087.pdf,Procedural Order No. 14,2014-12-22 08:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Albert Jan van den Berg,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2431,http://www.italaw.com/sites/default/files/case-documents/italaw4096.pdf,Procedural Order No. 15,2015-01-12 08:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2432,http://www.italaw.com/sites/default/files/case-documents/italaw4231.pdf,Procedural Order No. 16,2015-04-06 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2433,http://www.italaw.com/sites/default/files/case-documents/italaw4232.pdf,Annex A to Procedural Order No. 16,2015-04-06 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,,,,,,,,,,,
2434,http://www.italaw.com/sites/default/files/case-documents/italaw4233.pdf,Annex B to Procedural Order No. 16,2015-04-06 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,,,,,,,,,,,
2435,http://www.italaw.com/sites/default/files/case-documents/italaw4234.pdf,Annex C to Procedural Order No. 16,2015-04-06 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,,,,,,,,,,,,
2436,http://www.italaw.com/sites/default/files/case-documents/italaw4317.pdf,Procedural Order No. 17,2015-06-02 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2437,http://www.italaw.com/sites/default/files/case-documents/italaw4318.pdf,Annex A to Procedural Order No. 17,2015-06-02 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2438,http://www.italaw.com/sites/default/files/case-documents/italaw6100.pdf,Annex A to Procedural Order No. 18,2015-07-06 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2439,http://www.italaw.com/sites/default/files/case-documents/italaw6099.pdf,Procedural Order No. 18,2015-07-06 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2440,http://www.italaw.com/sites/default/files/case-documents/italaw6257.pdf,Procedural Order No. 19,2015-07-20 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Michael Hwang,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2441,http://www.italaw.com/sites/default/files/case-documents/italaw6358.pdf,Procedural Order No. 20,2015-08-20 07:00:00,"Churchill Mining PLC and Planet Mining Pty Ltd v. Republic of Indonesia, ICSID Case No. ARB/12/14 and 12/40",Order,,,Albert Jan van den Berg,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2442,http://www.iareporter.com/articles/20101105_4,"Pending, 2010 (not public see IAReporter story)",2010-01-01 08:00:00,"China Heilongjiang International Economic & Technical Cooperative Corp., Beijing Shougang Mining Investment Company Ltd., and Qinhuangdaoshi Qinlong International Industrial Co. Ltd. v. Mongolia, UNCITRAL, PCA",Report,,,Mark Clodfelter,,,,,,,,Donald Francis Donovan,,,
2447,http://www.italaw.com/sites/default/files/case-documents/ita0159.pdf,Claimants' Request for Interim Measures,2010-04-01 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Request,,,,,,,,,,,,,,
2448,http://www.italaw.com/sites/default/files/case-documents/ita0160.pdf,Order on Interim Measures,2010-05-14 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Order,,,,Horacio Grigera Naón,,,,,,,V.V. Veeder,Vaughan Lowe,,
2453,http://www.italaw.com/sites/default/files/case-documents/ita0165.pdf,Petition for Participation as Non-Disputing Parties,2010-10-22 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Request,,,,,,,,,,,,,,
2455,http://www.italaw.com/sites/default/files/case-documents/ita0167.pdf,Order for Interim Measures,2011-02-09 08:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Order,,,,Horacio Grigera Naón,,,,,,,V.V. Veeder,Vaughan Lowe,,
2456,http://www.italaw.com/sites/default/files/case-documents/ita0168.pdf,Appeal from the district court’s denial of motions to stay an arbitration between Chevron Corporation and Ecuador,2011-03-17 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Request,,,,,,,United States of America,,,,,,,
2457,http://www.italaw.com/sites/default/files/case-documents/ita0169.pdf,Procedural Order No. 8,2011-04-18 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Order,,,,Horacio Grigera Naón,,,,,,,V.V. Veeder,Vaughan Lowe,,
2461,http://www.italaw.com/sites/default/files/case-documents/ita0173.pdf,First Interim Award on Interim Measures,2012-01-25 08:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Award,,,,Horacio Grigera Naón,,,,,,,V.V. Veeder,Vaughan Lowe,,
2462,http://www.italaw.com/sites/default/files/case-documents/ita0174_0.pdf,Second Interim Award on Interim Measures,2012-02-16 08:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Award,,,,Horacio Grigera Naón,,,,,,,V.V. Veeder,Vaughan Lowe,,
2463,http://www.italaw.com/sites/default/files/case-documents/ita0175.pdf,Third Interim Award on Jurisdiction and Admissibility,2012-02-27 08:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Award,,,,Horacio Grigera Naón,,,,,,,V.V. Veeder,Vaughan Lowe,,
2466,http://www.italaw.com/sites/default/files/case-documents/ita0913.pdf,Procedural Order No. 10,2012-04-09 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Order,,,,Horacio Grigera Naón,,,,,,,V.V. Veeder,Vaughan Lowe,,
2468,http://www.italaw.com/sites/default/files/case-documents/italaw1101.pdf,Application by Chevron to Issue Subpoenas for the Taking of Depositions and the Production of Documents,2012-06-11 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Request,,,,,,,United States of America,,,,,,,
2469,http://www.italaw.com/sites/default/files/case-documents/italaw1091.pdf,Petition to Brazilian Courts to Recognize Ecuadorean Judgment (English),2012-06-27 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Request,,,,,,,,,,,,,,
2470,http://www.italaw.com/sites/default/files/case-documents/italaw1274.pdf,Fourth Interim Award on Interim Measures,2013-02-07 08:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Award,,,,Horacio Grigera Naón,,,,,,,V.V. Veeder,Vaughan Lowe,,
2473,http://www.italaw.com/sites/default/files/case-documents/italaw1481.pdf,Order of the United States District Court in The Republic of Ecuador v. Stratus Consulting Inc.,2013-05-29 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Order,,,,,,,United States of America,,,,,,,
2475,http://www.italaw.com/sites/default/files/case-documents/italaw1585.pdf,First Partial Award on Track I,2013-09-17 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Award,,,,Horacio Grigera Naón,,,,,,,V.V. Veeder,Vaughan Lowe,,
2476,http://www.italaw.com/sites/default/files/case-documents/italaw3114.pdf,Order of the United States District Court for the Southern District of New York on Chevron Corporation v. Donziger et al.,2014-03-04 08:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Order,,,,,,,United States of America,,,,,,,
2478,http://www.italaw.com/sites/default/files/case-documents/italaw4242.pdf,Supplemental Expert Report of J. Christopher Racich,2014-11-07 08:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Report,,,,,,,,,,,,,,J. Christopher Racich
2480,http://www.iareporter.com/articles/20141201_1,"Decision on Challenge to Arbitrator (not published, see IAReporter story)",2014-11-21 08:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Report,,,,,,,,,,,,,,
2498,http://www.italaw.com/sites/default/files/case-documents/italaw4435.pdf,Notice of Motion for Summary Judgment filed in Chevron Corp v. Yaiguaje 2015 - Ontario Superior Court of Justice,2015-10-23 07:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Request,,,,,,,Canada,,,,,,,
2500,http://www.italaw.com/sites/default/files/case-documents/italaw7359.pdf,Petition for Writ of Certiorari Submitted to the Supreme Court of the US,2016-02-01 08:00:00,"Chevron Corporation and Texaco Petroleum Corporation v. The Republic of Ecuador, UNCITRAL, PCA Case No. 2009-23",Request,,,,,,,,,,,,,,
2502,http://www.italaw.com/sites/default/files/case-documents/ita0150.pdf,Interm Award,2008-12-01 08:00:00,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",Award,,,,Charles Brower,,,,,,,Karl-Heinz Böckstiegel,Albert Jan van den Berg,,
2504,http://www.italaw.com/sites/default/files/case-documents/ita0153.pdf,"Writ of Summons, 2010 (Ecuador's Application to Set Aside Interim and Partial Awards, filed in District Court of The Hague)",2010-01-01 08:00:00,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",Request,,,,,,,,,,,,,,
2504,http://www.italaw.com/sites/default/files/case-documents/ita0153.pdf,"Writ of Summons, 2010 (Ecuador's Application to Set Aside Interim and Partial Awards, filed in District Court of The Hague)",2010-01-01 08:00:00,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",Award,,,,,,,,,,,,,,
2505,http://www.italaw.com/sites/default/files/case-documents/ita0151.pdf,Partial Award on the Merits,2010-03-30 07:00:00,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",Award,,,,Charles Brower,,,,,,,Karl-Heinz Böckstiegel,Albert Jan van den Berg,,
2506,http://www.italaw.com/sites/default/files/case-documents/ita0152.pdf,Procedural Order No. 8 Regarding the Expert Procedure on Taxes,2010-03-31 07:00:00,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",Order,,,,Charles Brower,,,,,,,Karl-Heinz Böckstiegel,Albert Jan van den Berg,,
2507,http://www.italaw.com/sites/default/files/case-documents/ita0154.pdf,Final Award,2011-08-31 07:00:00,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",Award,,,,Charles Brower,,,,,,,Karl-Heinz Böckstiegel,Albert Jan van den Berg,,
2509,,DC Court's Rejection of Ecuador's Challenge to the Final Award,2013-06-06 07:00:00,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",Award,,,,,,,United States of America,,,,,,,
2510,http://www.rechtspraak.nl/Organisatie/Hoge-Raad/Nieuws/Pages/Substantial-compensation-award-against-Ecuador-upheld.aspx,Press Release of the Dutch Supreme Court's Decision to Uphold Award,2014-09-26 07:00:00,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",Award,,,,,,,Netherlands,,,,,,,
2511,http://www.italaw.com/sites/default/files/case-documents/italaw4017.pdf,Decision of the Dutch Supreme Court to Uphold Award (Dutch),2014-09-26 07:00:00,"Chevron Corporation (USA) and Texaco Petroleum Company (USA) v. The Republic of Ecuador, UNCITRAL, PCA Case No. 34877",Award,,,,,,,,,,,,,,
2512,http://www.italaw.com/sites/default/files/case-documents/ita0149_0.pdf,Award,2010-08-02 07:00:00,"Chemtura Corporation v. Government of Canada, UNCITRAL (formerly Crompton Corporation v. Government of Canada)",Award,,,Charles Brower,,,,,,,,Gabrielle Kaufmann-Kohler,,,
2514,http://www.italaw.com/sites/default/files/case-documents/italaw7047.pdf,Award (Spanish),2016-01-21 08:00:00,"Charanne and Construction Investments v. Spain, SCC Case No. V 062/2012",Award,,,,Guido Santiago Tawil,Coral Yañez,,,,,,Alexis Mourre,Claus von Wobeser,La Abogacía del Estado,
2516,http://www.italaw.com/sites/default/files/case-documents/ita0148.pdf,Award,2006-10-27 07:00:00,"Champion Trading Company, Ameritrade International, Inc. v. Arab Republic of Egypt, ICSID Case No. ARB/02/9 (formerly Champion Trading Company, Ameritrade International, Inc., James T. Wahba, John B. Wahba, Timothy T. Wahba v. Arab Republic of Egypt)",Award,,,,L. Yves Fortier,,,,,,,Robert Briner,Laurent Aynès,,
2517,http://www.iareporter.com/articles/20130517,"Notice of Arbitration (not public, see IAReporter story)",2013-05-16 07:00:00,"CEZ v. The Republic of Albania, UNCITRAL",Report,,,,,,,,,,,,,,
2523,http://www.italaw.com/sites/default/files/case-documents/ita0146_0.pdf,Award,2004-12-29 08:00:00,"Ceskoslovenska Obchodni Banka, A.S. v. The Slovak Republic, ICSID Case No. ARB/97/4",Award,,,,Andreas Bucher,,,,,,,Hans van Houtte,Piero Bernardini,,
2524,http://www.iareporter.com/articles/20111114_3,"Award, May 2011 (not public see IAReporter story)",2011-05-01 07:00:00,"Cesare Galdabini SpA v. Russian Federation, UNCITRAL",Report,,,,,,,,,,,,,,
2524,http://www.iareporter.com/articles/20111114_3,"Award, May 2011 (not public see IAReporter story)",2011-05-01 07:00:00,"Cesare Galdabini SpA v. Russian Federation, UNCITRAL",Award,,,,,,,,,,,,,,
2525,http://www.iareporter.com/articles/20130617,"Notice of Arbitration (not public, see IAReporter story)",2013-03-11 07:00:00,"Cervin Investissements S.A. and Rhone Investissements S.A. v. Republic of Costa Rica, ICSID Case No. ARB/13/2",Report,,,,Ricardo Ramírez,,,,,,,Alexis Mourre,Andrés Jana,,
2528,http://www.iareporter.com/articles/20140325_1,"Notice of Arbitration (not public, see IAReporter story)",2014-03-07 08:00:00,"Central European Aluminium Company (CEAC ) v. Montenegro, ICSID Case No. ARB/14/8",Report,,,,,,,,,,,,,,
2529,http://www.italaw.com/sites/default/files/case-documents/italaw7456.pdf,Award,2016-07-26 07:00:00,"Central European Aluminium Company (CEAC ) v. Montenegro, ICSID Case No. ARB/14/8",Award,,,,William Park,King & Spalding,,,,,,Bernard Hanotiau,Brigitte Stern,Schönherr Rechtsanwälte GmbH,
2530,http://www.italaw.com/sites/default/files/case-documents/italaw7424.pdf,Termination Order,2009-06-29 07:00:00,"Centerra Gold Inc. and Kumtor Gold Company v. The Kyrgyz Republic, UNCITRAL",Order,,,,,,,,,,,Albert Jan van den Berg,,,
2531,http://www.iareporter.com/articles/20131107,"Notice of Arbitration (not public, see IAReporter story)",2013-11-06 08:00:00,"Cemusa - Corporación Europea de Mobiliario Urbano, S.A. and Corporación Americana de Equipamientos Urbanos, S.L. v. United Mexican States, ICSID Case No. ARB(AF)/13/2",Report,,,,,,,,,,,,,,
2534,http://www.italaw.com/sites/default/files/case-documents/ita0141.pdf,Decision on the Claimants' Request for Provisional Measures,2010-03-03 08:00:00,"CEMEX Caracas Investments B.V. and CEMEX Caracas II Investments B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/08/15",Request,,,,Robert von Mehren,,,,,,,Gilbert Guillaume,Georges Abi-Saab,,
2536,http://www.iareporter.com/articles/20100709_6,"Award, 2009 (not public see IAReporter story)",2009-01-01 08:00:00,"Cementownia Nowa Huta S.A. v. Republic of Turkey, UNCITRAL",Report,,,,,,,,,,,,,,
2536,http://www.iareporter.com/articles/20100709_6,"Award, 2009 (not public see IAReporter story)",2009-01-01 08:00:00,"Cementownia Nowa Huta S.A. v. Republic of Turkey, UNCITRAL",Award,,,,,,,,,,,,,,
2538,http://www.italaw.com/sites/default/files/case-documents/ita0138.pdf,Award,2009-09-17 07:00:00,"Cementownia ""Nowa Huta"" S.A. v. Republic of Turkey, ICSID Case No. ARB(AF)/06/2",Award,,,,Marc Lalonde,,,,,,,Pierre Tercier,J. Christopher Thomas,,
2539,http://www.italaw.com/sites/default/files/case-documents/italaw6343.pdf,Award,2003-12-17 08:00:00,"CDC Group plc v. Republic of Seychelles, ICSID Case No. ARB/02/14",Award,,,Anthony Mason,,Allen & Overy,,,,,,,,Attorney General of the Republic of the Seychelles,
2540,,"Decision on Whether or Not to Continue Stay and Order of July 14, 2004 (not public)",2004-07-14 07:00:00,"CDC Group plc v. Republic of Seychelles, ICSID Case No. ARB/02/14",Order,,,,,,,,,,,,,,
2542,http://www.italaw.com/sites/default/files/case-documents/ita0289.pdf,"Jurisdictional Award, 2003 (reproduced with permission of Stockholm International Arbitration Review: (2005) 1 SIAR 123)",2003-01-01 08:00:00,"CCL v. Republic of Kazakhstan, SCC Case 122/2001",Award,,,James Carter,,,,,,,,,,,
2543,http://www.italaw.com/sites/default/files/case-documents/ita0289_0.pdf,"Supplemental Award and Interpretation, 2004 (With permission: Stockholm International Arbitration Review:(2005) 1 SIAR 123)",2004-01-01 08:00:00,"CCL v. Republic of Kazakhstan, SCC Case 122/2001",Award,,,James Carter,,,,,,,,,,,
2544,http://www.italaw.com/sites/default/files/case-documents/ita0289_1.pdf,"Final Award, 2004 (reproduced with permission of Stockholm International Arbitration Review: (2005) 1 SIAR 123)",2004-01-01 08:00:00,"CCL v. Republic of Kazakhstan, SCC Case 122/2001",Award,,,James Carter,,,,,,,,,,,
2547,http://www.italaw.com/sites/default/files/case-documents/italaw7342_2.pdf,Procedural Order No. 1,2010-02-14 08:00:00,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""),  ICSID Case No. ARB/10/11",Order,,,,Jan Paulsson,Denton Europe,,,,,,Michael E. Schneider,Campbell Alan Mclachlan,Foley Hoag,
2548,http://www.italaw.com/sites/default/files/case-documents/italaw7343.pdf,Procedural Order No. 2,2011-09-19 07:00:00,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""),  ICSID Case No. ARB/10/11",Order,,,,Jan Paulsson,Denton Europe,,,,,,Michael Schneider,Campbell Alan Mclachlan,Foley Hoag,
2550,http://www.italaw.com/sites/default/files/case-documents/italaw7345.pdf,Procedural Order No. 3,2013-11-15 08:00:00,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""),  ICSID Case No. ARB/10/11",Order,,,,Jan Paulsson,Denton Europe,,,,,,Michael E. Schneider,Campbell Alan Mclachlan,Foley Hoag,
2551,http://www.italaw.com/sites/default/files/case-documents/italaw7346.pdf,Procedural Order No. 4,2014-01-31 08:00:00,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""),  ICSID Case No. ARB/10/11",Order,,,,Jan Paulsson,Denton Europe,,,,,,Michael E. Schneider,Campbell Alan Mclachlan,Foley Hoag,
2552,http://www.italaw.com/sites/default/files/case-documents/italaw7347.pdf,Procedural Order No. 5,2014-03-06 08:00:00,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""),  ICSID Case No. ARB/10/11",Order,,,,Jan Paulsson,Denton Europe,,,,,,Michael E. Schneider,Campbell Alan Mclachlan,undefined,
2553,http://www.italaw.com/sites/default/files/case-documents/italaw7348.pdf,Procedural Order No. 6,2014-05-01 07:00:00,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""),  ICSID Case No. ARB/10/11",Order,,,,Jan Paulsson,Denton Europe,,,,,,Michael E. Schneider,Campbell Alan Mclachlan,Foley Hoag,
2555,http://www.italaw.com/sites/default/files/case-documents/italaw7350.pdf,Procedural Order No. 7,2014-10-17 07:00:00,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""),  ICSID Case No. ARB/10/11",Order,,,,Jan Paulsson,Denton Europe,,,,,,Michael E. Schneider,Campbell Alan Mclachlan,Foley Hoag,
2556,http://www.italaw.com/sites/default/files/case-documents/italaw7351.pdf,Procedural Order No. 8,2014-11-07 08:00:00,"Niko Resources (Bangladesh) Ltd. v. Bangladesh Petroleum Exploration & Production Company Limited (""Bapex"") and Bangladesh Oil Gas and Mineral Corporation (""Petrobangla""),  ICSID Case No. ARB/10/11",Order,,,,Jan Paulsson,Denton Europe,,,,,,Michael E. Schneider,Campbell Alan Mclachlan,Foley Hoag,
