id,title,economic_sector,case_respondent,amount_of_damages,case_law_text,case_treaties_tid,case_claimant,arbitration_rules,outcome,case_treaties,case_country
1920,Mikhail Nadel v. The Kyrgyz Republic,,KGZ,,Kyrgyz Foreign Investment Law,,Nadel,,,,
3780,"Nabucco Gas Pipeline International GmbH in Liqu. v. Republic of Turkey, ICSID Case No. ARB/15/26","Mining and quarrying, including hydrocarbons (oil and gas)",,,Austria-Turkey BIT (German),767,,ICSID,Discontinued,Austria-Turkey BIT,
3022,Desarrollos en Salud S.A. S/Concurso preventivo/ S/ Incidente de Revisión (N.V. NISSHO IWAI S.A. (BENELUX)),,ARG,,,176,N.V. NISSHO IWAI S.A. (BENELUX),,,Argentina-Belgium-Luxembourg BIT,ARG
2946,Desarrollos en Salud S.A. S/Concurso preventivo/ S/ Incidente de Revisión (N.V. NISSHO IWAI S.A. (BENELUX)),,,,,176,N.V. NISSHO IWAI S.A. (BENELUX),,,Argentina-Belgium-Luxembourg BIT,ARG
2797,"Mytilineos Holdings SA v. Republic of Serbia, UNCITRAL",,SRB,,Greece-Serbia BIT,1088,Mytilineos Holdings SA,UNCITRAL,,Greece-Serbia BIT,
725,"Mytilineos Holdings SA v. The State Union of Serbia & Montenegro and Republic of Serbia, UNCITRAL",,SRB,,,450,Mytilineos Holdings SA,UNCITRAL,,Greece-Yugoslavia BIT,
2307,Mr. Gennady Mykhailenko & United Pipe Export Company Trading Ag v. The Republic of Belarus,,BLR,,Belarus-Switzerland BIT,988,"Mykhailenko, United Pipe Export Company Trading Ag",,,Belarus-Switzerland BIT,
723,"Murphy Exploration and Production Company International v. Republic of Ecuador, ICSID Case No. ARB/08/4",,ECU,,Ecuador-United States BIT,172,Murphy Exploration,ICSID,,Ecuador-United States BIT,
2546,Nokia v. India,,IND,,Finland-India BIT,1047,Nokia,,,Finland-India BIT,
2036,"Muhammet Çap & Sehil In_aat Endustri ve Ticaret Ltd. Sti. v. Turkmenistan, ICSID Case No. ARB/12/6",,TKM,,Turkey-Turkmenistan BIT,634,Muhammet Çap & Sehil Inşaat Endustri ve Ticaret Ltd. Sti.,ICSID,,Turkey-Turkmenistan BIT,
717,"MTD Equity Sdn. Bhd. and MTD Chile S.A. v. Republic of Chile, ICSID Case No. ARB/01/7",,CHL,,Chile-Malaysia BIT,447,MTD Equity Sdn. Bhd.,ICSID,,Chile-Malaysia BIT,
3596,"Motorola Credit Corporation, Inc v. Republic of Turkey, ICSID Case No. ARB/04/21",Information and communication,,,Turkey-United States BIT,515,,ICSID,Settled,Turkey-United States BIT,
2516,"MOL Hungarian Oil and Gas Company Plc v. Republic of Croatia, ICSID Case No. ARB/13/32",,HRV,,Energy Charter Treaty (ECT),59,MOL Hungarian Oil and Gas Company Plc,ICSID,,Energy Charter Treaty (ECT),
3198,"Mobil Investments Canada Inc. v. Canada, ICSID Case No. ARB/15/6","Mining and quarrying, including hydrocarbons (oil and gas)",,,NAFTA,11,,ICSID,Pending,NAFTA,
2183,"Mobil Exploration and Development Inc. Suc. Argentina and Mobil Argentina S.A. v. Argentine Republic, ICSID Case No. ARB/04/16",,ARG,,Argentina-United States BIT,179,"Mobil Exploration and Development Inc. Suc. Argentina , Mobil Argentina S.A.",ICSID,,Argentina-United States BIT,
2028,"MNSS B.V. and Recupero Credito Acciaio N.V. v. Montenegro, ICSID Case No. ARB(AF)/12/8",,MNE,,Montenegro-Netherlands BIT,890,"MNSS B.V. , Recupero Credito Acciaio N.V.",ICSID Additional Facility,,Montenegro-Netherlands BIT,
709,"Mr. Patrick Mitchell v. Democratic Republic of the Congo, ICSID Case No. ARB/99/7",,COD,,Dominican Republic of Congo-United States BIT,87,Mitchell,ICSID,,Dominican Republic of Congo-United States BIT,
3353,"Misima Mines Pty. Ltd. v. Independent State of Papua New Guinea, ICSID Case No. ARB/96/2","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Discontinued,,
707,"David Minnotte & Robert Lewis v. Republic of Poland, ICSID Case No. ARB (AF)/10/1",,POL,,Poland-United States Business and Economic Relations Treaty,185,"Minnotte, Lewis",ICSID Additional Facility,,Poland-United States Business and Economic Relations Treaty,
3586,"Miminco LLC and others v. Democratic Republic of the Congo, ICSID Case No. ARB/03/14","Mining and quarrying, including hydrocarbons (oil and gas)",,,,2275,,ICSID,Settled,Zaire - United States of America BIT,
705,"Millicom International Operations B.V. and Sentel GSM SA v. The Republic of Senegal, ICSID Case No. ARB/08/20",,SEN,,Netherlands-Senegal BIT,439,"Millicom International Operations B.V. , Sentel GSM SA",ICSID,,Netherlands-Senegal BIT,
680,"Metalpar S.A. and Buen Aire S.A. v. The Argentine Republic, ICSID Case No. ARB/03/5",,ARG,,Argentina-Chile BIT,426,"Metalpar S.A., Buen Aire S.A.",ICSID,,Argentina-Chile BIT,
697,"Ioan Micula, Viorel Micula, S.C. European Food S.A, S.C. Starmill S.R.L. and S.C. Multipack S.R.L. v. Romania, ICSID Case No. ARB/05/20",,ROU,,Romania-Sweden BIT,431,"Micula, S.C. European Food S.A",ICSID,,Romania-Sweden BIT,
702,"Mihaly International Corporation v. Democratic Socialist Republic of Sri Lanka, ICSID Case No. ARB/00/2",,LKA,,Sri Lanka-United States BIT,435,Mihaly International Corporation,ICSID,,Sri Lanka-United States BIT,
699,"Middle East Cement Shipping and Handling Co. S.A. v. Arab Republic of Egypt, ICSID Case No. ARB/99/6",,EGY,,Egypt-Greece BIT,433,Middle East Cement Shipping and Handling Co. S.A.,ICSID,,Egypt-Greece BIT,
683,"Methanex Corporation v. United States of America, UNCITRAL",,USA,,NAFTA,11,Methanex Corporation,UNCITRAL,,NAFTA,
2272,"Metal-Tech Ltd. v. Republic of Uzbekistan, ICSID Case No. ARB/10/3",,UZB,,Israel-Uzbekistan BIT,977,Metal-Tech Ltd.,ICSID,,Israel-Uzbekistan BIT,
1225,"Mobil Investments Canada Inc. and Murphy Oil Corporation v. Canada, ICSID Case No. ARB(AF)/07/4",,CAN,,NAFTA,11,Mobil Investments Canada Inc.,ICSID Additional Facility,,NAFTA,
1619,"Mesa Power Group, LLC v. Government of Canada, UNCITRAL, PCA Case No. 2012-17",,CAN,,NAFTA,11,"Mesa Power Group, LLC",UNCITRAL,,NAFTA,
1191,Merck v. Ecuador,,ECU,,Ecuador-United States BIT,172,Merck,,,Ecuador-United States BIT,
2370,"Michael McKenzie v. Vietnam, UNCITRAL",,VNM,,United States-Vietnam Trade Relations Treaty,1008,McKenzie,UNCITRAL,,United States-Vietnam Trade Relations Treaty,
1217,"Mercer International Inc. v. Government of Canada, ICSID Case No. ARB(AF)/12/3",,CAN,,NAFTA,11,Mercer International Inc.,,,NAFTA,
665,"Mercuria Energy Group Limited v. Republic of Poland, SCC",,POL,,Energy Charter Treaty (ECT),59,Mercuria Energy Group Limited,SCC,,Energy Charter Treaty (ECT),
3361,"Maritime International Nominees Establishment v. Republic of Guinea, ICSID Case No. ARB/84/4","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,
2068,"Marfin Investment Group v. The Republic of Cyprus, ICSID Case No. ARB/13/27",,CYP,,Cyprus-Greece BIT,915,Marfin Investment Group,ICSID,,Cyprus-Greece BIT,
660,"Malicorp Limited v. The Arab Republic of Egypt, ICSID Case No. ARB/08/18",,EGY,,Egypt-United Kingdom BIT,396,Malicorp Limited,ICSID,,Egypt-United Kingdom BIT,
2034,"Mr. Yosef Maiman and Others v. Egypt, UNCITRAL",,EGY,,Egypt-Poland BIT,894,Maiman,UNCITRAL,,Egypt-Poland BIT,
3044,"Kohlhofer and Minarik v. Czech Republic, ECHR Applications nos. 32921/03, 28464/04 and 5344/05",,CZE,,,,"Kohlhofer, Minarik",,,,
715,"Mondev International Ltd. v. United States of America, ICSID Case No. ARB(AF)/99/2",Construction,USA,,NAFTA,11,Mondev International Ltd.,ICSID Additional Facility,In favour of State,NAFTA,
671,"Metalclad Corporation v. The United Mexican States, ICSID Case No. ARB(AF)/97/1","Water supply; sewerage, waste management and remediation activities",MEX,"US $16,685,000",NAFTA,11,Metalclad Corporation,ICSID Additional Facility,In favour of Investor,NAFTA,
1603,"Merck Sharpe & Dohme (I.A.) Corporation v. The Republic of Ecuador, PCA Case No. 2012-10",Manufacturing,ECU,,Ecuador-United States BIT,172,Merck Sharpe & Dohme (I.A.) Corporation,UNCITRAL,,Ecuador-United States BIT,
669,"Merrill and Ring Forestry L.P. v. Canada,  ICSID Case No. UNCT/07/1","Agriculture, forestry and fishing",CAN,,NAFTA,11,Merrill & Ring Forestry L.P.,ICSID,In favour of State,NAFTA,
646,"Malaysian Historical Salvors, SDN, BHD v. The Government of Malaysia, ICSID Case No. ARB/05/10",,MYS,,Malaysia-United Kingdom BIT,420,"Malaysian Historical Salvors, SDN, BHD",ICSID,,Malaysia-United Kingdom BIT,
3365,"Manufacturers Hanover Trust Company v. Arab Republic of Egypt and General Authority for Investment and Free Zones, ICSID Case No. ARB/89/1",Financial and insurance activities,,,,,,ICSID,Settled,,
3003,"Mamidoil Jetoil Greek Petroleum Products Societe S.A. v. Republic of Albania, ICSID Case No. ARB/11/24","Mining and quarrying, including hydrocarbons (oil and gas)",ALB,US $0,Albania-Greece BIT,490,Mamidoil Jetoil Greek Petroleum Products Societe S.A.,ICSID,In favour of State,Albania-Greece BIT,
641,"Emilio Agustín Maffezini v. The Kingdom of Spain, ICSID Case No. ARB/97/7",,ESP,,Argentina-Spain BIT,332,Maffezini,ICSID,,Argentina-Spain BIT,
662,"M.C.I. Power Group L.C. and New Turbine, Inc. v. Republic of Ecuador, ICSID Case No. ARB/03/6",,ECU,,Ecuador-United States BIT,172,"M.C.I. Power Group L.C. , New Turbine, Inc.",ICSID,,Ecuador-United States BIT,
1651,"M. Meerapfel Söhne AG v. Central African Republic, ICSID Case No. ARB/07/10",,CAF,,Central African Republic-Switzerland BIT,820,M. Meerapfel Söhne AG,ICSID,,Central African Republic-Switzerland BIT,
2268,"Lundin Tunisia B. V. v. Republic of Tunisia, ICSID Case No. ARB/12/30",,TUN,,Sweden-Tunisia BIT,975,Lundin Tunisia B. V.,ICSID,,Sweden-Tunisia BIT,
2022,"LSF-KEB Holdings SCA and others v. Republic of Korea, ICSID Case No. ARB/12/37",,KOR,,Belgium-Luxembourg-Korea BIT,886,LSF-KEB Holdings SCA,ICSID,,Belgium-Luxembourg-Korea BIT,
2406,"Longreef Investments A.V.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/5",,VEN,,Netherlands-Venezuela BIT,192,Longreef Investments AVV,,,Netherlands-Venezuela BIT,
1606,"Lone Pine Resources Inc. v. The Government of Canada, ICSID Case No. UNCT/15/2",,CAN,,NAFTA,11,Lone Pine Resources Inc.,UNCITRAL,,NAFTA,
632,"Loewen Group, Inc. and Raymond L. Loewen v. United States of America, ICSID Case No. ARB(AF)/98/3",,USA,,NAFTA,11,"Loewen Group, Inc.",ICSID Additional Facility,,NAFTA,
3828,"Lion Mexico Consolidated L.P. v. United Mexican States, ICSID Case No. ARB(AF)/15/2",Construction,,,North American Free Trade Agreement (NAFTA),11,,ICSID Additional Facility,,NAFTA,
3792,Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd. v. Republic of Senegal (ICSID Case No. ARB/15/21),Other service activities,,,Netherlands - Senegal BIT (1979) (French),439,,ICSID,,Netherlands-Senegal BIT,
628,"Link-Trading Joint Stock Company v. Department for Customs Control of the Republic of Moldova, UNCITRAL",,MDA,,Moldova-United States BIT,414,Link-Trading Joint Stock Company,UNCITRAL,,Moldova-United States BIT,
2542,Lindzor Capital Partners v. Uruguay,,URY,,Spain-Uruguay BIT,1044,Lindzor Capital Partners,,,Spain-Uruguay BIT,
1977,"Liman Caspian Oil BV and NCL Dutch Investment BV v. Republic of Kazakhstan, ICSID Case No. ARB/07/14",,KAZ,,Energy Charter Treaty (ECT),59,"Liman Caspian Oil BV , NCL Dutch Investment BV",ICSID,,Energy Charter Treaty (ECT),
3545,"Liberian Eastern Timber Corporation v. Republic of Liberia, ICSID Case No. ARB/83/2","Agriculture, forestry and fishing",,,,,,ICSID,In favour of Investor,,
626,"Libananco Holdings Co. Limited v. Republic of Turkey, ICSID Case No. ARB/06/8",,TUR,,Energy Charter Treaty (ECT),59,Libananco Holdings Co. Limited,ICSID,,Energy Charter Treaty (ECT),
621,"LG&E Energy Corp., LG&E Capital Corp., and LG&E International, Inc .v. Argentine Republic, ICSID Case No. ARB/02/1",,ARG,,Argentina-United States BIT,179,LG&E Energy Corp.,ICSID,,Argentina-United States BIT,
2556,"Renée Rose Levy and Gremcitel S.A. v. Republic of Peru, ICSID Case No. ARB/11/17",,PER,,France-Peru BIT,1028,"Levy, Gremcitel S.A.",ICSID,,France-Peru BIT,
2444,"Renée Rose Levy de Levi v. Republic of Peru, ICSID Case No. ARB/10/17",,PER,,France-Peru BIT,1028,Levy,ICSID,,France-Peru BIT,
1904,"Ilya Levitis v. The Kyrgyz Republic, UNCITRAL",,KGZ,,Kyrgyz Republic-United States BIT,850,Levitis,UNCITRAL,,Kyrgyz Republic-United States BIT,
614,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB/06/18",,UKR,,Ukraine-United States BIT,337,Lemire,ICSID,,Ukraine-United States BIT,
612,"Joseph Charles Lemire v. Ukraine, ICSID Case No. ARB(AF)/98/1",,UKR,,Ukraine-United States BIT,337,Lemire,ICSID Additional Facility,,Ukraine-United States BIT,
3369,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania, ICSID Case No. ARB/95/1",Other service activities,,,Albania-Greece BIT,1973,,ICSID,Settled,BIT Greece-Albania,
3368,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania, ICSID Case No. ARB/95/1",Other service activities,,,Albania-Greece BIT,1973,,ICSID,Settled,BIT Greece-Albania,
3367,"Leaf Tobacco A. Michaelides S.A. and Greek-Albanian Leaf Tobacco & Co. S.A. v. Republic of Albania, ICSID Case No. ARB/95/1",Other service activities,,,Albania-Greece BIT,1973,,ICSID,Settled,BIT Greece-Albania,
610,"Ronald S. Lauder v. The Czech Republic, UNCITRAL",,CZE,,Czech Republic-United States BIT,408,Lauder,UNCITRAL,,Czech Republic-United States BIT,
1547,"Laskaridis Shipping Co. LTD, Lavinia Corporation, A.K.Laskaridis and P.K.Laskaridis v. Ukraine, UNCITRAL",,UKR,,,810,"Laskaridis Shipping Co. LTD, Lavinia Corporation, Laskaridis",UNCITRAL,,Greece-Ukraine BIT,
608,"Lanco International Inc. v. The Argentine Republic, ICSID Case No. ARB/97/6",,ARG,,Argentina-United States BIT,179,Lanco International Inc.,ICSID,,Argentina-United States BIT,
3371,"Lafarge v. Republic of Cameroon, ICSID Case No. ARB/02/4",Construction,,,,,,ICSID,Discontinued,,
618,"L.E.S.I. S.p.A. and ASTALDI S.p.A. v. République Algérienne Démocratique et Populaire, ICSID Case No. ARB/05/3",,DZA,,,243,"L.E.S.I. S.p.A., ASTALDI S.p.A.",ICSID,,Algeria-Italy BIT,
2277,"KT Asia Investment Group B.V. v. Republic of Kazakhstan, ICSID Case No. ARB/09/8",,KAZ,,Netherlands-Kazakhstan BIT,979,KT Asia Investment Group B.V.,ICSID,,Netherlands-Kazakhstan BIT,
1185,Konsortium Oeconomismus v. Czech Republic,,CZE,,Czech Republic-Switzerland BIT,629,Konsortium Oeconomismus,,,Czech Republic-Switzerland BIT,
4187,"Kompozit LLC v Republic of Moldova, SCC",Financial and insurance activities,,,1998 Russia-Moldova BIT,3225,,SCC,,1998 Russia-Moldova BIT,
2469,"Koch Minerals Sàrl and Koch Nitrogen International Sàrl v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/19",,VEN,,Germany-Venezuela BIT,1034,"Koch Minerals Sàrl, Koch Nitrogen International Sàrl",ICSID,,Germany-Venezuela BIT,
3373,"Klöckner Industrie-Anlagen GmbH and others v. United Republic of Cameroon and Société Camerounaise des Engrais, ICSID Case No. ARB/81/2",Other service activities,,,,,,ICSID,In favour of Investor,,
1220,"Kiliç Ĭnşaat Ĭthalat Ĭhracat Sanayi Ve Ticaret Anonim Şirketi v. Turkmenistan, ICSID Case No. ARB/10/1",,TKM,,Turkey-Turkmenistan BIT,634,Kılıç İnşaat İthalat İhracat Sanayi ve Ticaret Anonim Şirketi,ICSID,,Turkey-Turkmenistan BIT,
604,"Khan Resources Inc., Khan Resources B.V., and Cauc Holding Company Ltd. v. The Government of Mongolia, UNCITRAL",,MNG,,Energy Charter Treaty (ECT),59,"Khan Resources Inc., Cauc Holding Company Ltd.",UNCITRAL,,Energy Charter Treaty (ECT),
2262,"Khaitan Holdings Mauritius Limited v. India, UNCITRAL",,IND,,India-Mauritius BIT,874,Khaitan Holdings Mauritius Limited,UNCITRAL,,India-Mauritius BIT,
3375,Kenex Inc. v. United States of America,Other service activities,,,,,,ICSID,Unknown (Data not available),,
2693,"KBR, Inc. v. United Mexican States, ICSID Case No. UNCT/14/1",,MEX,,NAFTA,11,"KBR, Inc.",UNCITRAL,,NAFTA,
1579,"Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company v. Georgia, ICSID Case No. ARB/08/19",,GEO,,Georgia-Turkey BIT,813,Karmer Marble Tourism Construction Industry and Commerce Limited Liability Company,ICSID,,Georgia-Turkey BIT,
2024,"Karkey Karadeniz Elektrik Uretim A.S. v. Islamic Republic of Pakistan, ICSID Case No. ARB/13/1",,PAK,,Pakistan-Turkey BIT,134,Karkey Karadeniz Elektrik Uretim A.S.,ICSID,,Pakistan-Turkey BIT,
599,"Ioannis Kardassopoulos v. The Republic of Georgia, ICSID Case No. ARB/05/18",,GEO,,Energy Charter Treaty (ECT),59,Kardassopoulos,ICSID,,Energy Charter Treaty (ECT),
593,"Kaliningrad Region v. Lithuania, ICC",,LTU,,Lithuania-Russian Federation BIT,401,Kaliningrad Region,ICC,,Lithuania-Russian Federation BIT,
3250,"Kaiser Bauxite Company v. Jamaica, ICSID Case No. ARB/74/3","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Settled,,
2467,"JSC BTA Bank v. Kyrgyz Republic, UNCITRAL",,KGZ,,,860,JSC BTA Bank,UNCITRAL,,Kazakhstan-Kyrgyz Republic BIT,
590,"Joy Mining Machinery Limited v. Arab Republic of Egypt, ICSID Case No. ARB/03/11",,EGY,,Egypt-United Kingdom BIT,396,Joy Mining Machinery Limited,ICSID,,Egypt-United Kingdom BIT,
3377,John R. Andre v. Government of Canada,Other service activities,,,NAFTA,11,,,Unknown (Data not available),NAFTA,
2581,JML Heirs LLC and J.M. Longyear LLC v. Canada,,CAN,,NAFTA,11,"JML Heirs LLC, J.M. Longyear LLC",,,NAFTA,
587,"Jan de Nul N.V. and Dredging International N.V. v. Arab Republic of Egypt, ICSID Case No. ARB/04/13",,EGY,,Belgium-Luxembourg-Egypt BIT,394,"Jan de Nul N.V. , Dredging International N.V.",ICSID,,Belgium-Luxembourg-Egypt BIT,
3582,"JacobsGibb Limited v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/02/12",Construction,,,Jordan - United Kingdom of Great Britain and Northern Ireland BIT,2271,,ICSID,Settled,Jordan - United Kingdom of Great Britain and Northern Ireland BIT,
1581,"iZee Enterprises LLC, Lazer-2 Tbilisi Ltd., and Cafe Rustaveli Ltd. v. Georgia, UNCITRAL",,GEO,,Georgia-United States BIT,393,"iZee Enterprises LLC, Lazer-2 Tbilisi Ltd., Cafe Rustaveli Ltd.",UNCITRAL,,Georgia-United States BIT,
1511,"Bidzina Ivanishvili v. Georgia, ICSID Case No. ARB/12/27",,GEO,,France-Georgia BIT,793,Ivanishvili,ICSID,,France-Georgia BIT,
584,"Itera International Energy LLC and Itera Group NV v. Georgia, ICSID Case No. ARB/08/7",,GEO,,Georgia-Netherlands BIT,392,Itera International Energy LLC,ICSID,,Georgia-Netherlands BIT,
577,"Invesmart v. Czech Republic, UNCITRAL",,CZE,,Czech Republic-Netherlands BIT,212,Invesmart,UNCITRAL,,Czech Republic-Netherlands BIT,
1972,"Inversión y Gestión de Bienes, IGB, S.L. and IGB18 Las Rozas, S.L. v. Kingdom of Spain, ICSID Case No. ARB/12/17",,ESP,,Spain-Venezuela BIT,610,"Inversión y Gestión de Bienes,, IGB18 Las Rozas, S.L., IGB, S.L.",ICSID,,Spain-Venezuela BIT,
1898,"InterTrade Holding GmbH v. The Czech Republic, UNCITRAL, PCA Case No. 2009-12",,CZE,,Czech Republic-Germany BIT,149,InterTrade Holding GmbH,UNCITRAL,,Czech Republic-Germany BIT,
1492,Intersema Bau AG v. Libya (UNCITRAL),,LBY,,Libya-Switzerland BIT,783,Intersema Bau AG,UNCITRAL,,Libya-Switzerland BIT,
3379,"Interocean Oil Development Company and Interocean Oil Exploration Company v. Federal Republic of Nigeria, ICSID Case No. ARB/13/20","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Pending,,
3381,"International Trust Company of Liberia v. Republic of Liberia, ICSID Case No. ARB/98/3",Transportation and storage,,,,,,ICSID,Discontinued,,
567,"International Quantum Resources Limited, Frontier SPRL et Compagnie Minière de Sakania SPRL v. République démocratique du Congo, ICSID Case No. ARB/10/21",,COD,,,,"International Quantum Resources Limited, Frontier SPRL, Compagnie Minière de Sakania SPRL",ICSID,,,
2112,"International Company for Railway Systems (ICRS) v. Hashemite Kingdom of Jordan, ICSID Case No. ARB/09/13",,JOR,,Jordan-Kuwait BIT,931,International Company for Railway Systems (ICRS),ICSID,,Jordan-Kuwait BIT,
3389,"Inter Nexus Consulting Services, S.L. v. United Mexican States",,,,,,,,,,
565,"Inmaris Perestroika Sailing Maritime Services GmbH and Others v. Ukraine, ICSID Case No. ARB/08/8",,UKR,,Germany-Ukraine BIT,333,Inmaris Perestroika Sailing Maritime Services GmbH,ICSID,,Germany-Ukraine BIT,
2258,"Infinito Gold Ltd. v. Costa Rica, ICSID Case No. ARB/14/5",,CRI,,Canada-Costa Rica BIT,96,Infinito Gold Ltd.,ICSID,,Canada-Costa Rica BIT,
2297,"Indorama International Finance Limited v. Arab Republic of Egypt, ICSID Case No. ARB/11/32",Manufacturing,EGY,"US $54,000,000",Egypt-United Kingdom BIT,396,Indorama International Finance Limited,ICSID,Discontinued,Egypt-United Kingdom BIT,
562,"Inceysa Vallisoletana S.L. v. Republic of El Salvador, ICSID Case No. ARB/03/26",,SLV,,El Salvador-Spain BIT,378,Inceysa Vallisoletana S.L.,ICSID,,El Salvador-Spain BIT,
2123,"Impresa Grassetto S. p. A., in liquidation v. Republic of Slovenia, ICSID Case No. ARB/13/10",,SVN,,,935,Impresa Grassetto S. p. A.,ICSID,,Italy-Slovenia BIT,
571,"International Thunderbird Gaming Corporation v. The United Mexican States, UNCITRAL",Other service activities,MEX,,NAFTA,11,International Thunderbird Gaming Corporation,UNCITRAL,In favour of State,NAFTA,
556,"Impregilo S.p.A. v. Islamic Republic of Pakistan, ICSID Case No. ARB/03/3",,PAK,,Italy-Pakistan BIT,377,Impregilo S.p.A.,ICSID,,Italy-Pakistan BIT,
554,"Impregilo S.p.A. v. Argentine Republic, ICSID Case No. ARB/07/17",,ARG,,Argentina-Italy BIT,36,Impregilo S.p.A.,ICSID,,Argentina-Italy BIT,
3958,"Hydro S.r.l. and others v. Republic of Albania, ICSID Case No. ARB/15/28","Electricity, gas, steam and air conditioning supply",,,BIT Albania - Italy 1991 (Italian),2679,,ICSID,,BIT Albania - Italy 1991,
3062,"Hupacasath First Nation v. Canada (Minister of Foreign Affairs), Challenge to Canada-China FIPA in Federal Court of Canada",,CAN,,,959,Hupacasath First Nation,,,Canada-China BIT,CAN
544,"Hulley Enterprises Limited (Cyprus) v. The Russian Federation, UNCITRAL, PCA Case No. AA 226",,RUS,,Energy Charter Treaty (ECT),59,Hulley Enterprises Limited (Cyprus),UNCITRAL,,Energy Charter Treaty (ECT),
3597,"I&I Beheer B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/05/4",Financial and insurance activities,,,"",2284,,ICSID,Discontinued,Netherlands - Venezuela BIT,
551,"ICS Inspection and Control Services Limited (United Kingdom) v. The Republic of Argentina, UNCITRAL, PCA Case No. 2010-9",,ARG,,Argentina-United Kingdom BIT,119,ICS Inspection and Control Services Limited (United Kingdom),UNCITRAL,,Argentina-United Kingdom BIT,
3598,"I&I Beheer B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/05/4",Financial and insurance activities,,,"",2287,,ICSID,Discontinued,Netherlands - Venezuela BIT,
546,"IBM World Trade Corporation v. República del Ecuador, ICSID Case No. ARB/02/10",,ECU,,Ecuador-United States BIT,172,IBM World Trade Corporation,ICSID,,Ecuador-United States BIT,
1518,"Iberdrola Energía S.A. v. Republic of Guatemala, ICSID Case No. ARB/09/5",,GTM,,Guatemala-Spain BIT,796,Iberdrola Energía S.A.,ICSID,,Guatemala-Spain BIT,
3242,"Hrvatska Elektroprivreda d.d. v. Republic of Slovenia, ICSID Case No. ARB/05/24","Electricity, gas, steam and air conditioning supply",,,Energy Charter Treaty (ECT),59,,ICSID,Pending,Energy Charter Treaty (ECT),
3109,"Hortensia Margarita Shortt v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/30",Transportation and storage,VEN,,United Kingdom-Venezuela BIT,1041,Hortensia Margarita Shortt,ICSID,Discontinued,United Kingdom-Venezuela BIT,
3391,"Holiday Inns S.A. and others v. Morocco, ICSID Case No. ARB/72/1",Other service activities,,,,,,ICSID,Settled,,
3650,"Holcim Limited, Holderfin B.V. and Caricement B.V. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/09/3",Construction,,,Venezuela-Switzerland BIT,2324,,ICSID,Pending,Venezuela-Switzerland BIT,
538,"Hochtief AG v. The Argentine Republic, ICSID Case No. ARB/07/31",,ARG,,Argentina-Germany BIT,369,Hochtief AG,ICSID,,Argentina-Germany BIT,
2250,"Highbury International AVV and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/11/1",,VEN,,Netherlands-Venezuela BIT,192,"Highbury International AVV, Ramstein Trading Inc.",ICSID,,Netherlands-Venezuela BIT,
2558,"Highbury International AVV, Compañía Minera de Bajo Caroní AVV, and Ramstein Trading Inc. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB/14/10",,VEN,,Netherlands-Venezuela BIT,192,"Highbury International AVV, Compañia Minera de Bajo Caroní AVV, Ramstein Trading Inc.",ICSID,,Netherlands-Venezuela BIT,
534,"HICEE B.V. v. The Slovak Republic, UNCITRAL, PCA Case No. 2009-11",,SVK,,Netherlands-Slovak Repubic BIT,383,HICEE B.V.,UNCITRAL,,Netherlands-Slovak Repubic BIT,
3436,"Chevron Bangladesh Block Twelve, Ltd. and Chevron Bangladesh Blocks Thirteen and Fourteen, Ltd. v. People's Republic of Bangladesh, ICSID Case No. ARB/06/10","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,In favour of Investor,,
529,"Helnan International Hotels A/S v. Arab Republic of Egypt, ICSID Case No. ARB/05/19",,EGY,,Denmark-Egypt BIT,364,Helnan International Hotels A/S,ICSID,,Denmark-Egypt BIT,
4263,"Hardy Exploration and Production (India) Inc. v. Government of India, Ministry of Petroleum and Natural Gas, UNCITRAL","Mining and quarrying, including hydrocarbons (oil and gas)",,"US $74,000,000",,,,UNCITRAL,In favour of Investor,,
527,"Gustav F W Hamester GmbH & Co KG v. Republic of Ghana, ICSID Case No. ARB/07/24",,GHA,,Germany-Ghana BIT,362,Gustav F W Hamester GmbH & Co KG,ICSID,,Germany-Ghana BIT,
2062,"Joseph Houben v. Republic of Burundi, ICSID Case No. ARB/13/7",,BDI,,Belgium-Burundi BIT,911,Houben,ICSID,,Belgium-Burundi BIT,
