id,decisions,caseno,title,type,claimant,econsector,instrumentinvk1,instrumentinvk2,partiessub,respondent,rulesapplied,seatarbitration,status,subject
267,,ARB/12/4,Supervision y Control S.A. v. Republic of Costa Rica (ICSID Case No. ARB/12/4),"",Supervision y Control S.A.,Transportation,BIT Costa Rica - Spain 1997,"",,CRI,ICSID Convention - Arbitration Rules,"",Concluded,Concession agreement to build and operate motor vehicle inspection facilities
264,,ARB(AF)/12/2,Grupo Francisco Hernando Contreras v. Republic of Equatorial Guinea (ICSID Case No. ARB(AF)/12/2),"",Grupo Francisco Hernando Contreras,Construction,BIT Equatorial Guinea - Spain 2003,"",,GNQ,ICSID Additional Facility - Arbitration Rules,"The Hague, Netherlands",Concluded,Construction of housing and sports facilities
257,,CONC(AF)/12/1,"Hess Equatorial Guinea, Inc. and Tullow Equatorial Guinea Limited v. Republic of Equatorial Guinea (ICSID Case No. CONC(AF)/12/1)","","Hess Equatorial Guinea, Inc. and Tullow Equatorial Guinea Limited","Oil, Gas & Mining","",Contract,,GNQ,ICSID Additional Facility - Conciliation Rules,"",Pending,Hydrocarbon concession
249,,ARB/12/15,Veolia Propreté v. Arab Republic of Egypt (ICSID Case No. ARB/12/15),"",Veolia Propreté,"Water, Sanitation & Flood Protection","BIT France - Egypt,  Arab Republic of 1974","",,EGY,ICSID Convention - Arbitration Rules,"",Pending,Waste management services
247,,ARB/12/16,"Novera AD, Novera Properties B.V. and Novera Properties N.V. v. Republic of Bulgaria (ICSID Case No. ARB/12/16)","","Novera AD, Novera Properties B.V. and Novera Properties N.V.","Water, Sanitation & Flood Protection",BIT Netherlands - Bulgaria 1999,"",,BGR,ICSID Convention - Arbitration Rules,"",Concluded,Waste management services
241,,ARB/12/21,"Fábrica de Vidrios Los Andes, C.A. and Owens-Illinois de Venezuela, C.A. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB/12/21)","","Fábrica de Vidrios Los Andes, C.A. and Owens-Illinois de Venezuela, C.A.",Other Industry,"BIT Netherlands - Venezuela,  Republica Bolivariana de 1991","",,VEN,ICSID Convention - Arbitration Rules,"",Pending,Glass production enterprise
232,,ARB/12/27,Bidzina Ivanishvili v. Georgia (ICSID Case No. ARB/12/27),"",Bidzina Ivanishvili,Finance,BIT France - Georgia 1997,"",,GEO,ICSID Convention - Arbitration Rules,"",Concluded,Banking enterprise
230,,ARB(AF)/12/6,Lao Holdings N.V.  v. Lao People’s Democratic Republic  (ICSID Case No. ARB(AF)/12/6),"",Lao Holdings N.V.,Other Industry,BIT Lao People's Democratic Republic - Netherlands 2003,"",,Lao People’s Democratic Republic,ICSID Additional Facility - Arbitration Rules,Singapore,Pending,Gaming industry
228,,ARB/12/30,Lundin Tunisia B. V. v. Republic of Tunisia  (ICSID Case No. ARB/12/30),"",Lundin Tunisia B. V.,"Oil, Gas & Mining","",Contract,,TUN,ICSID Convention - Arbitration Rules,"",Concluded,Oil exploration and exploitation operations
211,,ARB/13/3,Ossama Al Sharif  v. Arab Republic of Egypt  (ICSID Case No. ARB/13/3),"",Ossama Al Sharif,Transportation,"BIT Egypt,  Arab Republic of - Jordan 1996","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Port development project
209,,ARB/13/4,Ossama Al Sharif v. Arab Republic of Egypt  (ICSID Case No. ARB/13/4),"",Ossama Al Sharif,Services & Trade,"BIT Egypt,  Arab Republic of - Jordan 1996","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Customs system project
199,,ARB/13/13,Caratube International Oil Company LLP and Devincci Salah Hourani v. Republic of Kazakhstan (ICSID Case No. ARB/13/13),"",Caratube International Oil Company LLP and Devincci Salah Hourani,"Oil, Gas & Mining",BIT United States of America - Kazakhstan 1992,"Contract, Investment Law - Kazakhstan (1994)",,KAZ,ICSID Convention - Arbitration Rules,"",Pending,Oil exploration and production contract
197,,ARB/13/15,Lundin Tunisia B.V. v. Republic of Tunisia  (ICSID Case No. ARB/13/15),"",Lundin Tunisia B.V.,"Oil, Gas & Mining","",Contract,,TUN,ICSID Convention - Arbitration Rules,"",Concluded,Oil exploration and exploitation operations
183,,ARB/13/26,"Spentex Netherlands, B.V. v. Republic of Uzbekistan (ICSID Case No. ARB/13/26)","","Spentex Netherlands, B.V.",Other Industry,BIT Netherlands - Uzbekistan 1996,"Contract, Investment Law - Uzbekistan (1998)",,UZB,ICSID Convention - Arbitration Rules,"",Concluded,Textile manufacturing activities
181,,ARB/13/28,"Transglobal Green Energy, LLC and Transglobal Green Panama, S.A.  v. Republic of Panama  (ICSID Case No. ARB/13/28)","","Transglobal Green Energy, LLC and Transglobal Green Panama, S.A.",Electric Power & Other Energy,BIT United States of America - Panama 1982,"",,PAN,ICSID Convention - Arbitration Rules,"",Concluded,"Electricity, gas, steam and air production"
179,,ARB(AF)/13/2,"Cemusa - Corporación Europea de Mobiliario Urbano, S.A. and Corporación Americana de Equipamientos Urbanos, S.L. v. United Mexican States (ICSID Case No. ARB(AF)/13/2)","","Cemusa - Corporación Europea de Mobiliario Urbano, S.A. and Corporación Americana de Equipamientos Urbanos, S.L.",Construction,BIT Spain - Mexico 2006,"",,MEX,ICSID Additional Facility - Arbitration Rules,"",Concluded,Construction activities
160,,ARB/14/7,African Petroleum Gambia Limited (Block A4) v. Republic of The Gambia (ICSID Case No. ARB/14/7),"",African Petroleum Gambia Limited (Block A4),"Oil, Gas & Mining","",Contract,,Republic of The Gambia,ICSID Convention - Arbitration Rules,"",Concluded,"Petroleum exploration, development, and production activities"
156,,ARB/14/9,"City-State N.V., Praktyka Asset Management Company LLC, Crystal-Invest LLC and Prodiz LLC v. Ukraine (ICSID Case No. ARB/14/9)","","City-State N.V., Praktyka Asset Management Company LLC, Crystal-Invest LLC and Prodiz LLC",Finance,BIT Netherlands - Ukraine 1994,"",,UKR,ICSID Convention - Arbitration Rules,"",Pending,Banking instrument
152,,ARB/14/13,Elektrogospodarstvo Slovenije - razvoj in inzeniring d.o.o. v. Bosnia and Herzegovina (ICSID Case No. ARB/14/13),"",Elektrogospodarstvo Slovenije - razvoj in inzeniring d.o.o.,Electric Power & Other Energy,BIT Bosnia and Herzegovina - Slovenia 2001,ECT (Energy Charter Treaty),,BIH,ICSID Convention - Arbitration Rules,"",Pending,Thermal power plant project
150,,ARB/14/14,EuroGas Inc. and Belmont Resources Inc. v. Slovak Republic (ICSID Case No. ARB/14/14),"",EuroGas Inc. and Belmont Resources Inc.,"Oil, Gas & Mining","BIT Canada - Slovak Republic 2010, BIT United States of America - Slovak Republic 1991","",,SVK,ICSID Convention - Arbitration Rules,"",Pending,Talc mining enterprise
136,,ARB/14/27,Zelena N.V. and Energo-Zelena d.o.o Inđija v. Republic of Serbia (ICSID Case No. ARB/14/27),"",Zelena N.V. and Energo-Zelena d.o.o Inđija,Other Industry,BIT Belgium-Luxembourg - Serbia 2004,"",,SRB,ICSID Convention - Arbitration Rules,"",Pending,Waste management services
137,,ARB/14/26,"Albaniabeg Ambient Sh.p.k, M. Angelo Novelli and Costruzioni S.r.l. v. Republic of Albania  (ICSID Case No. ARB/14/26)","","Albaniabeg Ambient Sh.p.k, M. Angelo Novelli and Costruzioni S.r.l.",Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ALB,ICSID Convention - Arbitration Rules,"",Pending,Waste management and renewable energy production project
113,,ARB/15/14,Álvarez y Marín Corporación S.A. and others v. Republic of Panama (ICSID Case No. ARB/15/14),"",Álvarez y Marín Corporación S.A. and others,Tourism,BIT Netherlands - Panama 2000,FTA Central America - Panama 2002,,PAN,ICSID Convention - Arbitration Rules,"",Pending,Tourism project
106,,ARB/15/21,Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd. v. Republic of Senegal (ICSID Case No. ARB/15/21),"",Menzies Middle East and Africa S.A. and Aviation Handling Services International Ltd.,Services & Trade,"BIT Senegal - Netherlands 1979, BIT United Kingdom of Great Britain and Northern Ireland - Senegal 1980","Investment Law - Senegal (2004), GATS",,SEN,ICSID Convention - Arbitration Rules,"",Concluded,Ground handling services
90,,ARB/15/36,OperaFund Eco-Invest SICAV PLC and Schwab Holding AG v. Kingdom of Spain (ICSID Case No. ARB/15/36),"",OperaFund Eco-Invest SICAV PLC and Schwab Holding AG,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
29,,ARB/16/39,VC Holding II S.a.r.l. and others  v. Italian Republic (ICSID Case No. ARB/16/39),"",VC Holding II S.a.r.l. and others,Electric Power & Other Energy,"",ECT (Energy Charter Treaty),,ITA,ICSID Convention - Arbitration Rules,"",Pending,Renewable energy generation enterprise
5,,ARB/17/19,Hela Schwarz GmbH v. People's Republic of China  (ICSID Case No. ARB/17/19),"",Hela Schwarz GmbH,Other Industry,BIT China - Germany 2003,"",,CHN,ICSID Convention - Arbitration Rules,"",Pending,Spice products company
792,,ARB/74/1,Adriano Gardella S.p.A.  v. C&ocircte d'Ivoire (ICSID Case No. ARB/74/1),"",Adriano Gardella S.p.A. ,Other Industry,"",Contract,,CIV,ICSID Convention - Arbitration Rules,"",Concluded,Production of fibers and textiles
791,,ARB/74/2,"Alcoa Minerals of Jamaica, Inc.  v. Jamaica (ICSID Case No. ARB/74/2)","","Alcoa Minerals of Jamaica, Inc. ","Oil, Gas & Mining","",Contract,,JAM,ICSID Convention - Arbitration Rules,"",Concluded,Bauxite mining
790,,ARB/74/3,Kaiser Bauxite Company  v. Jamaica (ICSID Case No. ARB/74/3),"",Kaiser Bauxite Company ,"Oil, Gas & Mining","",Contract,,JAM,ICSID Convention - Arbitration Rules,"",Concluded,Bauxite mining
774,,CONC/82/1,SEDITEX Engineering Beratungsgesellschaft für die Textilindustrie m.b.H. v. Democratic Republic of Madagascar  (ICSID Case No. CONC/82/1),"",SEDITEX Engineering Beratungsgesellschaft für die Textilindustrie m.b.H.,Other Industry,"",Contract,,Democratic Republic of Madagascar,ICSID Convention - Conciliation Rules,"",Concluded,Textile enterprise
746,,ARB/95/3,Antoine Goetz and others  v. Republic of Burundi  (ICSID Case No. ARB/95/3),"",Antoine Goetz and others ,"Oil, Gas & Mining",BIT Belgium-Luxembourg - Burundi 1989,"",,BDI,ICSID Convention - Arbitration Rules,"",Concluded,Mining enterprise
744,,ARB/96/1,Compañia del Desarrollo de Santa Elena S.A.  v. Republic of Costa Rica  (ICSID Case No. ARB/96/1),"",Compañia del Desarrollo de Santa Elena S.A. ,Tourism,"",Contract,,CRI,ICSID Convention - Arbitration Rules,"",Concluded,Valuation of land holding
732,,ARB(AF)/97/2,Robert Azinian and others  v. United Mexican States  (ICSID Case No. ARB(AF)/97/2),"",Robert Azinian and others ,"Water, Sanitation & Flood Protection","","Contract, NAFTA (North American Free Trade Agreement)",,MEX,ICSID Additional Facility - Arbitration Rules,"Toronto, Canada",Concluded,Waste disposal enterprise
730,,ARB/97/5,WRB Enterprises and Grenada Private Power Limited  v. Grenada (ICSID Case No. ARB/97/5),"",WRB Enterprises and Grenada Private Power Limited ,Electric Power & Other Energy,"",Contract,,GRD,ICSID Convention - Arbitration Rules,"",Concluded,Electricity enterprise
731,,ARB/97/4,"Československa obchodní banka, a.s. v. Slovak Republic  (ICSID Case No. ARB/97/4)","","Československa obchodní banka, a.s.",Finance,BIT Czech Republic - Slovak Republic 1992,"",,SVK,ICSID Convention - Arbitration Rules,"",Concluded,Debt instruments
733,,ARB/97/3,Compañía de Aguas del Aconquija S.A. and Vivendi Universal S.A. v. Argentine Republic  (ICSID Case No. ARB/97/3),"",Compañía de Aguas del Aconquija S.A. and Vivendi Universal S.A.,"Water, Sanitation & Flood Protection",BIT France - Argentina 1991,Contract,,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Water and sewer services concession agreement
729,,ARB/97/6,"Lanco International, Inc. v. Argentine Republic  (ICSID Case No. ARB/97/6)","","Lanco International, Inc.",Transportation,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Port terminal concession agreement
725,,ARB(AF)/98/1,Joseph C. Lemire  v. Ukraine  (ICSID Case No. ARB(AF)/98/1),"",Joseph C. Lemire ,Information & Communication,BIT Ukraine - United States of America 1994,"",,UKR,ICSID Additional Facility - Arbitration Rules,"London, U.K.",Concluded,Radio broadcasting enterprise
724,,ARB/98/1,"Houston Industries Energy, Inc. and others v. Argentine Republic  (ICSID Case No. ARB/98/1)","","Houston Industries Energy, Inc. and others",Electric Power & Other Energy,BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Electricity distribution and sale concession
716,,ARB/98/3,International Trust Company of Liberia v. Republic of Liberia  (ICSID Case No. ARB/98/3),"",International Trust Company of Liberia,Transportation,"",Other,,LBR,ICSID Convention - Arbitration Rules,"",Concluded,Maritime registry
712,,ARB/98/5,Eudoro A. Olguín  v. Republic of Paraguay  (ICSID Case No. ARB/98/5),"",Eudoro A. Olguín ,"Agriculture, Fishing & Forestry",BIT Peru - Paraguay 1994,"",,PRY,ICSID Convention - Arbitration Rules,"",Concluded,Food products enterprise
710,,ARB/98/7,"Banro American Resources, Inc. and Société Aurifère du Kivu et du Maniema S.A.R.L. v. Democratic Republic of the Congo  (ICSID Case No. ARB/98/7)","","Banro American Resources, Inc. and Société Aurifère du Kivu et du Maniema S.A.R.L.","Oil, Gas & Mining","",Other,,Democratic Republic of the Congo,ICSID Convention - Arbitration Rules,"",Concluded,Gold mining concessions
713,,ARB/98/4,Wena Hotels Limited v. Arab Republic of Egypt  (ICSID Case No. ARB/98/4),"",Wena Hotels Limited,Tourism,"BIT Egypt,  Arab Republic of - United Kingdom of Great Britain and Northern Ireland 1975","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Hotel lease and development agreements
691,,ARB/99/6,Middle East Cement Shipping and Handling Co. S.A. v. Arab Republic of Egypt  (ICSID Case No. ARB/99/6),"",Middle East Cement Shipping and Handling Co. S.A.,Construction,"BIT Egypt,  Arab Republic of - Greece 1993","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Cement distribution enterprise
680,,ARB/00/6,Consortium R.F.C.C. v. Kingdom of Morocco  (ICSID Case No. ARB/00/6),"",Consortium R.F.C.C.,Transportation,BIT Italy - Morocco 1990,"",,MAR,ICSID Convention - Arbitration Rules,"",Concluded,Construction of the section of a highway
679,,ARB/00/7,World Duty Free Company Limited  v. Republic of Kenya  (ICSID Case No. ARB/00/7),"",World Duty Free Company Limited ,Services & Trade,"",Contract,,KEN,ICSID Convention - Arbitration Rules,"",Concluded,Duty free concession
678,,ARB/00/8,"Ridgepointe Overseas Developments, Ltd. v. Democratic Republic of the Congo and Générale des Carrières et des Mines  (ICSID Case No. ARB/00/8)","","Ridgepointe Overseas Developments, Ltd.","Oil, Gas & Mining","",Contract,,Democratic Republic of the Congo and Générale des Carrières et des Mines,ICSID Convention - Arbitration Rules,"",Concluded,Cobalt and copper mining concessions
673,,ARB/01/1,"Impregilo, S.p.A and Rizzani De Eccher S.p.A. v. United Arab Emirates  (ICSID Case No. ARB/01/1)","","Impregilo, S.p.A and Rizzani De Eccher S.p.A.",Construction,BIT Italy - United Arab Emirates 1995,"",,ARE,ICSID Convention - Arbitration Rules,"",Concluded,Construction of a mosque
659,,ARB/01/9,Booker plc  v. Co-operative Republic of Guyana  (ICSID Case No. ARB/01/9),"",Booker plc ,Finance,BIT Guyana - United Kingdom of Great Britain and Northern Ireland 1989,"",,Co-operative Republic of Guyana,ICSID Convention - Arbitration Rules,"",Concluded,Debt instruments
651,,ARB/01/14,"F-W Oil Interests, Inc. v. Republic of Trinidad & Tobago  (ICSID Case No. ARB/01/14)","","F-W Oil Interests, Inc.","Oil, Gas & Mining",BIT United States of America - Trinidad and Tobago 1994,"",,Republic of Trinidad & Tobago,ICSID Convention - Arbitration Rules,"",Concluded,Oil and gas development contract
650,,ARB(AF)/02/1,Fireman's Fund Insurance Company v. United Mexican States  (ICSID Case No. ARB(AF)/02/1),"",Fireman's Fund Insurance Company,Finance,"",NAFTA (North American Free Trade Agreement),,MEX,ICSID Additional Facility - Arbitration Rules,"Toronto, Canada",Concluded,Debt instruments
647,,ARB/02/1,"LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc. v. Argentine Republic  (ICSID Case No. ARB/02/1)","","LG&E Energy Corp., LG&E Capital Corp. and LG&E International Inc.","Oil, Gas & Mining",BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Gas distribution enterprise
636,,ARB/02/8,Siemens A.G.  v. Argentine Republic (ICSID Case No. ARB/02/8),"",Siemens A.G. ,Information & Communication,BIT Germany - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Informatic services contract
624,,ARB/02/16,Sempra Energy International  v. Argentine Republic (ICSID Case No. ARB/02/16),"",Sempra Energy International ,"Oil, Gas & Mining",BIT United States of America - Argentina 1991,"",,ARG,ICSID Convention - Arbitration Rules,"",Concluded,Gas supply and distribution enterprise
627,,ARB/02/15,"Ahmonseto, Inc. and others v. Arab Republic of Egypt  (ICSID Case No. ARB/02/15)","","Ahmonseto, Inc. and others",Other Industry,"BIT United States of America - Egypt,  Arab Republic of 1982","",,EGY,ICSID Convention - Arbitration Rules,"",Concluded,Textile enterprise
620,,ARB/03/2,Camuzzi International S.A.  v. Argentine Republic (ICSID Case No. ARB/03/2),"",Camuzzi International S.A. ,"Oil, Gas & Mining",BIT Argentina - Belgium-Luxembourg 1990,"",,ARG,ICSID Convention - Arbitration Rules,"",Pending,Gas supply and distribution enterprise
619,,ARB/03/3,Impregilo S.p.A. v. Islamic Republic of Pakistan  (ICSID Case No. ARB/03/3),"",Impregilo S.p.A.,Electric Power & Other Energy,BIT Pakistan - Italy 1997,"",,PAK,ICSID Convention - Arbitration Rules,"",Concluded,Hydropower project
