DISPUTE.id,DISPUTE.title,DISPUTE.economic_sector,DISPUTE.case_respondent,DISPUTE.amount_of_damages,DISPUTE.case_law_text,DISPUTE.case_treaties_tid,DISPUTE.case_claimant,DISPUTE.arbitration_rules,DISPUTE.outcome,DISPUTE.case_treaties,DISPUTE.case_country,ICSID.id,ICSID.decisions,ICSID.caseno,ICSID.title,ICSID.type,ICSID.claimant,ICSID.econsector,ICSID.instrumentinvk1,ICSID.instrumentinvk2,ICSID.partiessub,ICSID.respondent,ICSID.rulesapplied,ICSID.seatarbitration,ICSID.status,ICSID.subject
951,"Saipem S.p.A. v. The People's Republic of Bangladesh, ICSID Case No. ARB/05/07",,BGD,,Bangladesh-Italy BIT,539.0,Saipem S.p.A.,ICSID,,Bangladesh-Italy BIT,,529.0,,ARB/05/7,Saipem S.p.A.  v. People's Republic of Bangladesh (ICSID Case No. ARB/05/7),,Saipem S.p.A. ,"Oil, Gas & Mining",BIT Bangladesh - Italy 1990,,,BGD,ICSID Convention - Arbitration Rules,,Concluded,Gas pipeline project
1196,"Saint Marys VCNA, LLC v. Government of Canada",,CAN,,NAFTA,11.0,"Saint Marys VCNA, LLC",,,NAFTA,,,,,,,,,,,,,,,,
946,"Saar Papier Vertriebs GmbH v. Poland, UNCITRAL",,POL,,Germany-Poland BIT,466.0,Saar Papier Vertriebs GmbH,UNCITRAL,,Germany-Poland BIT,,,,,,,,,,,,,,,,
3522,"S.A.R.L. Benvenuti & Bonfant v. People's Republic of the Congo, ICSID Case No. ARB/77/2",Other service activities,,,,,,ICSID,In favour of Investor,,,786.0,,ARB/77/2,S.A.R.L. Benvenuti & Bonfant  v. People's Republic of the Congo (ICSID Case No. ARB/77/2),,S.A.R.L. Benvenuti & Bonfant ,Other Industry,,Contract,,People's Republic of the Congo,ICSID Convention - Arbitration Rules,,Concluded,Manufacture of plastic bottles
3522,"S.A.R.L. Benvenuti & Bonfant v. People's Republic of the Congo, ICSID Case No. ARB/77/2",Other service activities,,,,,,ICSID,In favour of Investor,,,796.0,,ARB/77/2,S.A.R.L. Benvenuti & Bonfant  v. People's Republic of the Congo (ICSID Case No. ARB/77/2),,S.A.R.L. Benvenuti & Bonfant,Other Industry,,Contract,,People's Republic of the Congo,ICSID Convention - Arbitration Rules,,Concluded,Manufacture of plastic bottles
967,"S & T Oil Equipment and Machinery Ltd. v. Romania, ICSID Case No. ARB/07/13",,ROU,,Romania-United States BIT,114.0,S & T Oil Equipment and Machinery Ltd.,ICSID,,Romania-United States BIT,,460.0,,ARB/07/13,S&T Oil Equipment & Machinery Ltd.  v. Romania (ICSID Case No. ARB/07/13),,S&T Oil Equipment & Machinery Ltd.,Other Industry,BIT Romania - United States of America 1992,,,ROU,ICSID Convention - Arbitration Rules,,Concluded,Ammonia production enterprise
3320,"Shell Nigeria Ultra Deep Limited v. Federal Republic of Nigeria, ICSID Case No. ARB/07/18","Mining and quarrying, including hydrocarbons (oil and gas)",,,Netherlands-Nigeria BIT,1910.0,,ICSID,Discontinued,Netherlands-Nigeria BIT,,452.0,,ARB/07/18,Shell Nigeria Ultra Deep Limited  v. Federal Republic of Nigeria  (ICSID Case No. ARB/07/18),,Shell Nigeria Ultra Deep Limited,"Oil, Gas & Mining",BIT Netherlands - Nigeria 1992,,,NGA,ICSID Convention - Arbitration Rules,,Concluded,Hydrocarbon concession
1734,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland, ICSID Case No. ARB(AF)/11/3",,POL,,Poland-United States BIT,835.0,"Ryan, Schooner Capital LLC, Atlantic Investment Partners LLC",ICSID Additional Facility,,Poland-United States BIT,,303.0,,ARB(AF)/11/3,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC v. Republic of Poland  (ICSID Case No. ARB(AF)/11/3)",,"Vincent J. Ryan, Schooner Capital LLC, and Atlantic Investment Partners LLC","Agriculture, Fishing & Forestry",BIT United States of America - Poland 1990,,,POL,ICSID Additional Facility - Arbitration Rules,"Paris, France",Concluded,Vegetable oil production and processing enterprise
3331,"Russell Resources International Limited and others v. Democratic Republic of the Congo, ICSID Case No. ARB/04/11","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Discontinued,,,566.0,,ARB/04/11,Russell Resources International Limited and others  v. Democratic Republic of the Congo (ICSID Case No. ARB/04/11),,Russell Resources International Limited and others,"Oil, Gas & Mining",,Contract,,Democratic Republic of the Congo,ICSID Convention - Arbitration Rules,,Concluded,Mining concession
2048,"Rusoro Mining Ltd. v. Bolivarian Republic of Venezuela, ICSID Case No. ARB(AF)/12/5",,VEN,,Canada-Venezuela BIT,467.0,Rusoro Mining Ltd.,ICSID Additional Facility,,Canada-Venezuela BIT,,244.0,,ARB(AF)/12/5,Rusoro Mining Ltd. v. Bolivarian Republic of Venezuela (ICSID Case No. ARB(AF)/12/5),,Rusoro Mining Ltd.,"Oil, Gas & Mining","BIT Canada - Venezuela,  Republica Bolivariana de 1996",,,VEN,ICSID Additional Facility - Arbitration Rules,"Paris, France",Concluded,Gold exploration and exploitation operations
942,"Rumeli Telekom A.S. and Telsim Mobil Telekomunikasyon Hizmetleri A.S. v. Republic of Kazakhstan, ICSID Case No. ARB/05/16",,KAZ,,Kazakhstan-Turkey BIT,536.0,"Rumeli Telekom A.S., Telsim Mobil Telekomunikasyon Hizmetleri A.S.",ICSID,,Kazakhstan-Turkey BIT,,523.0,,ARB/05/16,Rumeli Telekom A.S. and Telsim Mobil Telekomunikasyon Hizmetleri A.S.  v. Republic of Kazakhstan  (ICSID Case No. ARB/05/16),,Rumeli Telekom A.S. and Telsim Mobil Telekomunikasyon Hizmetleri A.S.,Information & Communication,BIT Turkey - Kazakhstan 1992,Investment Law - Kazakhstan (1994),,KAZ,ICSID Convention - Arbitration Rules,,Concluded,Telecommunications enterprise
3359,"RSM Production Corporation v. Republic of Cameroon, ICSID Case No. CONC/11/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Unknown (Data not available),,,287.0,,CONC/11/1,RSM Production Corporation v. Republic of Cameroon  (ICSID Case No. CONC/11/1),,RSM Production Corporation,"Oil, Gas & Mining",,Contract,,CMR,ICSID Convention - Conciliation Rules,,Concluded,Hydrocarbons exploration and exploitation concession agreement
3359,"RSM Production Corporation v. Republic of Cameroon, ICSID Case No. CONC/11/1","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Unknown (Data not available),,,277.0,,CONC/11/1,RSM Production Corporation v. Republic of Cameroon  (ICSID Case No. CONC/11/1),,RSM Production Corporation,"Oil, Gas & Mining",,Contract,,CMR,ICSID Convention - Conciliation Rules,,Concluded,Hydrocarbons exploration and exploitation concession agreement
2706,"RSM Production Corporation v. Saint Lucia, ICSID Case No. ARB/12/10",,LCA,,,,RSM Production Corporation,ICSID,,,,258.0,,ARB/12/10,RSM Production Corporation v. Saint Lucia (ICSID Case No. ARB/12/10),,RSM Production Corporation,"Oil, Gas & Mining",,Contract,,LCA,ICSID Convention - Arbitration Rules,,Pending,Hydrocarbons exploration agreement
940,"RSM Production Corporation v. Grenada, ICSID Case No. ARB/05/14",,GRD,,,,RSM Production Corporation,ICSID,,,,528.0,,ARB/05/14,RSM Production Corporation  v. Grenada  (ICSID Case No. ARB/05/14),,RSM Production Corporation,"Oil, Gas & Mining",,Contract,,GRD,ICSID Convention - Arbitration Rules,,Concluded,Oil exploration contract
940,"RSM Production Corporation v. Grenada, ICSID Case No. ARB/05/14",,GRD,,,,RSM Production Corporation,ICSID,,,,518.0,,ARB/05/14,RSM Production Corporation  v. Grenada  (ICSID Case No. ARB/05/14),,RSM Production Corporation ,"Oil, Gas & Mining",,Contract,,GRD,ICSID Convention - Arbitration Rules,,Concluded,Oil exploration contract
969,"S.D. Myers, Inc. v. Government of Canada, UNCITRAL",,CAN,,NAFTA,11.0,"S.D. Myers, Inc.",UNCITRAL,,NAFTA,,,,,,,,,,,,,,,,
2317,"RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l. v. Kingdom of Spain, ICSID Case No. ARB/13/30",,ESP,,Energy Charter Treaty (ECT),59.0,"RREEF Infrastructure (G.P.) Limited, RREEF Pan-European Infrastructure Two Lux S.à r.l.",ICSID,,Energy Charter Treaty (ECT),,177.0,,ARB/13/30,RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l. v. Kingdom of Spain (ICSID Case No. ARB/13/30),,RREEF Infrastructure (G.P.) Limited and RREEF Pan-European Infrastructure Two Lux S.à r.l.,Electric Power & Other Energy,,ECT (Energy Charter Treaty),,ESP,ICSID Convention - Arbitration Rules,,Pending,Renewable energy generation enterprise
1543,"Ruby Roz Agricol and Kaseem Omar v. Kazakhstan, UNCITRAL",,KAZ,,,,"Roz Agricol, Omar",UNCITRAL,,,,,,,,,,,,,,,,,,
927,"Spyridon Roussalis v. Romania, ICSID Case No. ARB/06/1",,ROU,,,531.0,Roussalis,ICSID,,Greece-Romania BIT,,509.0,,ARB/06/1,Spyridon Roussalis  v. Romania (ICSID Case No. ARB/06/1),,Spyridon Roussalis,Services & Trade,BIT Greece - Romania 1997,,,ROU,ICSID Convention - Arbitration Rules,,Concluded,Food trading company
923,"RosInvestCo UK Ltd. v. The Russian Federation, SCC Case No. V079/2005",,RUS,,Russian Federation-United Kingdom BIT,529.0,RosInvestCo UK Ltd.,SCC,,Russian Federation-United Kingdom BIT,,,,,,,,,,,,,,,,
920,"The Rompetrol Group N.V. v. Romania, ICSID Case No. ARB/06/3",,ROU,,Netherlands-Romania BIT,527.0,Rompetrol Group N.V.,ICSID,,Netherlands-Romania BIT,,506.0,,ARB/06/3,The Rompetrol Group N.V.  v. Romania (ICSID Case No. ARB/06/3),,The Rompetrol Group N.V.,"Oil, Gas & Mining",BIT Romania - Netherlands 1994,,,ROU,ICSID Convention - Arbitration Rules,,Concluded,Oil refinery
918,"Romak S.A. (Switzerland) v . The Republic of Uzbekistan, UNCITRAL, PCA Case No. AA280",,UZB,,Switzerland-Uzbekistan BIT,524.0,Romak S.A. (Switzerland),UNCITRAL,,Switzerland-Uzbekistan BIT,,,,,,,,,,,,,,,,
3333,"Ridgepointe Overseas Developments, Ltd. v. Democratic Republic of the Congo and Générale des Carrières et des Mines, ICSID Case No. ARB/00/8","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Discontinued,,,688.0,,ARB/00/8,"Ridgepointe Overseas Developments, Ltd. v. Democratic Republic of the Congo and Générale des Carrières et des Mines  (ICSID Case No. ARB/00/8)",,"Ridgepointe Overseas Developments, Ltd.","Oil, Gas & Mining",,Contract,,Democratic Republic of the Congo and Générale des Carrières et des Mines,ICSID Convention - Arbitration Rules,,Concluded,Cobalt and copper mining concessions
3333,"Ridgepointe Overseas Developments, Ltd. v. Democratic Republic of the Congo and Générale des Carrières et des Mines, ICSID Case No. ARB/00/8","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Discontinued,,,678.0,,ARB/00/8,"Ridgepointe Overseas Developments, Ltd. v. Democratic Republic of the Congo and Générale des Carrières et des Mines  (ICSID Case No. ARB/00/8)",,"Ridgepointe Overseas Developments, Ltd.","Oil, Gas & Mining",,Contract,,Democratic Republic of the Congo and Générale des Carrières et des Mines,ICSID Convention - Arbitration Rules,,Concluded,Cobalt and copper mining concessions
3595,"RGA Reinsurance Company v. Argentine Republic, ICSID Case No. ARB/04/20",Financial and insurance activities,,,Argentina-United States BIT,179.0,,ICSID,Settled,Argentina-United States BIT,,548.0,,ARB/04/20,RGA Reinsurance Company  v. Argentine Republic  (ICSID Case No. ARB/04/20),,RGA Reinsurance Company,Finance,BIT United States of America - Argentina 1991,,,ARG,ICSID Convention - Arbitration Rules,,Concluded,Financial reinsurance services
3335,"Reynolds Jamaica Mines Limited and Reynolds Metals Company v. Jamaica, ICSID Case No. ARB/74/4","Mining and quarrying, including hydrocarbons (oil and gas)",,,,,,ICSID,Discontinued,,,799.0,,ARB/74/4,Reynolds Jamaica Mines Limited and  Reynolds Metals Company v. Jamaica (ICSID Case No. ARB/74/4),,Reynolds Jamaica Mines Limited and  Reynolds Metals Company,"Oil, Gas & Mining",,Contract,,JAM,ICSID Convention - Arbitration Rules,,Concluded,Bauxite mining
1712,"James Falgout, Barbara Falgout, Clarence Johnson and Retire in Chiriqui, S.A v. The Republic of Panama",,PAN,,Panama-United States of America BIT,460.0,"Retire in Chiriqui S.A., Falgout, Johnson",,,Panama-United States of America BIT,,,,,,,,,,,,,,,,
2046,"Repsol, S.A. and Repsol Butano, S.A. v. Argentine Republic, ICSID Case No. ARB/12/38",,ARG,,Argentina-Spain BIT,332.0,"Repsol, S.A.",ICSID,,Argentina-Spain BIT,,217.0,,ARB/12/38,"Repsol, S.A. and Repsol Butano, S.A. v.  Argentine Republic (ICSID Case No. ARB/12/38)",,"Repsol, S.A. and Repsol Butano, S.A.","Oil, Gas & Mining",BIT Spain - Argentina 1991,,,ARG,ICSID Convention - Arbitration Rules,,Concluded,Oil production enterprise
1913,"Repsol YPF Ecuador, S.A. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador), ICSID Case No. ARB/08/10",,ECU,,Ecuador-Spain BIT,857.0,"Repsol YPF Ecuador, S.A.",ICSID,,Ecuador-Spain BIT,,414.0,,ARB/08/10,"Repsol YPF Ecuador, S.A. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador) (ICSID Case No. ARB/08/10)",,"Repsol YPF Ecuador, S.A. and others","Oil, Gas & Mining",,Contract,,Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador),ICSID Convention - Arbitration Rules,,Concluded,Oil exploration contract
1912,"Repsol YPF Ecuador, S.A. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador), ICSID Case No. ARB/08/10",,ECU,,Ecuador-Spain BIT,857.0,"Repsol YPF Ecuador, S.A.",ICSID,,Ecuador-Spain BIT,,414.0,,ARB/08/10,"Repsol YPF Ecuador, S.A. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador) (ICSID Case No. ARB/08/10)",,"Repsol YPF Ecuador, S.A. and others","Oil, Gas & Mining",,Contract,,Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador),ICSID Convention - Arbitration Rules,,Concluded,Oil exploration contract
1911,"Repsol YPF Ecuador, S.A. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador), ICSID Case No. ARB/08/10",,ECU,,Ecuador-Spain BIT,857.0,"Repsol YPF Ecuador, S.A.",ICSID,,Ecuador-Spain BIT,,414.0,,ARB/08/10,"Repsol YPF Ecuador, S.A. and others v. Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador) (ICSID Case No. ARB/08/10)",,"Repsol YPF Ecuador, S.A. and others","Oil, Gas & Mining",,Contract,,Republic of Ecuador and Empresa Estatal Petróleos del Ecuador (PetroEcuador),ICSID Convention - Arbitration Rules,,Concluded,Oil exploration contract
915,"Renta 4 S.V.S.A, Ahorro Corporación Emergentes F.I., Ahorro Corporación Eurofondo F.I., Rovime Inversiones SICAV S.A., Quasar de Valors SICAV S.A., Orgor de Valores SICAV S.A., GBI 9000 SICAV S.A. v. The Russian Federation, SCC No. 24/2007",,RUS,,Russian Federation-Spain BIT,523.0,"Renta 4 S.V.S.A, Ahorro Corporacionemergentes F.I., Quasar de Valors SICAV S.A., Orgor de Valores SICAV S.A., GBI 9000 SICAV S.A., ALOS 34 S.L.",SCC,,Russian Federation-Spain BIT,,,,,,,,,,,,,,,,
903,"Remington Worldwide Limited v. Ukraine, SCC",,UKR,,Energy Charter Treaty (ECT),59.0,Remington Worldwide Limited,SCC,,Energy Charter Treaty (ECT),,,,,,,,,,,,,,,,
887,"Railroad Development Corporation v. Republic of Guatemala, ICSID Case No. ARB/07/23",,GTM,,CAFTA,231.0,Railroad Development Corporation,ICSID,,CAFTA,,443.0,,ARB/07/23,Railroad Development Corporation  v. Republic of Guatemala  (ICSID Case No. ARB/07/23),,Railroad Development Corporation,Transportation,,CAFTA-DR (Dominican Republic-Central America Free Trade Agreement),,GTM,ICSID Convention - Arbitration Rules,,Concluded,Railroad concession contract
901,"Rail World Estonia LLC, Railroad Development Corporation and EEIF Rail BV v. Republic of Estonia, ICSID Case No. ARB/06/6",,EST,,Estonia-Netherlands BIT,555.0,"Rail World Estonia LLC, EEIF Rail BV",ICSID,,Estonia-Netherlands BIT,,502.0,,ARB/06/6,Rail World LLC and others v. Republic of Estonia  (ICSID Case No. ARB/06/6),,Rail World LLC and others,Transportation,"BIT Netherlands - Estonia 1992, BIT United States of America - Estonia 1994",,,EST,ICSID Convention - Arbitration Rules,,Concluded,Railroad enterprise
1188,"Rafat Ali Rizvi v. Republic of Indonesia, ICSID Case No. ARB/11/13",,IDN,,Indonesia-United Kingdom BIT,630.0,Rizvi,ICSID,,Indonesia-United Kingdom BIT,,300.0,,ARB/11/13,Rafat Ali Rizvi v. Republic of Indonesia (ICSID Case No. ARB/11/13),,Rafat Ali Rizvi,Finance,BIT Indonesia - United Kingdom of Great Britain and Northern Ireland 1976,,,IDN,ICSID Convention - Arbitration Rules,,Concluded,Banking enterprise
885,"Quiborax S.A., Non Metallic Minerals S.A. and Allan Fosk Kaplún v. Plurinational State of Bolivia, ICSID Case No. ARB/06/2",,BOL,,Bolivia-Chile BIT,516.0,"Quiborax S.A., Non Metallic Minerals S.A. , Fosk Kaplún",ICSID,,Bolivia-Chile BIT,,507.0,,ARB/06/2,Quiborax S.A. and Non-Metallic Minerals S.A. v. Plurinational State of Bolivia  (ICSID Case No. ARB/06/2),,Quiborax S.A. and Non-Metallic Minerals S.A.,"Oil, Gas & Mining",BIT Bolivia - Chile 1994,,,BOL,ICSID Convention - Arbitration Rules,,Pending,Mining concession
883,"Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc. v. Republic of Costa Rica, ICSID Case No. ARB(AF)/08/1",,CRI,,Canada-Costa Rica BIT,96.0,"Quadrant Pacific Growth Fund L.P., Canasco Holdings Inc.",ICSID Additional Facility,,Canada-Costa Rica BIT,,423.0,,ARB(AF)/08/1,Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc. v. Republic of Costa Rica (ICSID Case No. ARB(AF)/08/1),,Quadrant Pacific Growth Fund L.P. and Canasco Holdings Inc.,Tourism,BIT Costa Rica - Canada 1998,,,CRI,ICSID Additional Facility - Arbitration Rules,,Concluded,Agricultural enterprises
880,"PSEG Global, Inc., The North American Coal Corporation, and Konya Ingin Electrik Üretim ve Ticaret Limited Sirketi v. Republic of Turkey, ICSID Case No. ARB/02/5",,TUR,,Turkey-United States BIT,515.0,"PSEG Global, Inc., North American Coal Corporation, Konya Ingin Electrik Üretim ve Ticaret Limited Sirketi",ICSID,,Turkey-United States BIT,,653.0,,ARB/02/5,PSEG Global Inc. and Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi v. Republic of Turkey  (ICSID Case No. ARB/02/5),,PSEG Global Inc. and Konya Ilgin Elektrik Üretim ve Ticaret Limited Sirketi,Electric Power & Other Energy,BIT Turkey - United States of America 1985,,,TUR,ICSID Convention - Arbitration Rules,,Concluded,Electric power generating station project
2044,Progas Energy Ltd. v. Pakistan,,PAK,,Mauritius-Pakistan BIT,899.0,Progas Energy Ltd.,,,Mauritius-Pakistan BIT,,,,,,,,,,,,,,,,
4088,Primero  Mining  Corp. v. Mexico,"Mining and quarrying, including hydrocarbons (oil and gas)",,,North American Free Trade Agreement (NAFTA),11.0,,,,NAFTA,,,,,,,,,,,,,,,,
860,"Polska Energetyka Holding S.A. v. Republic of Turkey, UNCITRAL",,TUR,,Poland-Turkey BIT,191.0,Polska Energetyka Holding S.A.,UNCITRAL,,Poland-Turkey BIT,,,,,,,,,,,,,,,,
2770,"PNG Sustainable Development Program Ltd. v. Independent State of Papua New Guinea, ICSID Case No. ARB/13/33",,PNG,,Papua New Guinea's 1992 Investment Promotion Act,,PNG Sustainable Development Program Ltd.,ICSID,,,,174.0,,ARB/13/33,PNG Sustainable Development Program Ltd. v. Independent State of Papua New Guinea  (ICSID Case No. ARB/13/33),,PNG Sustainable Development Program Ltd.,"Oil, Gas & Mining",,Investment Law - Papua New Guinea,,PNG,ICSID Convention - Arbitration Rules,,Concluded,Gold and copper mining project
2770,"PNG Sustainable Development Program Ltd. v. Independent State of Papua New Guinea, ICSID Case No. ARB/13/33",,PNG,,Papua New Guinea's 1992 Investment Promotion Act,,PNG Sustainable Development Program Ltd.,ICSID,,,,165.0,,ARB/13/33,PNG Sustainable Development Program Ltd. v. Independent State of Papua New Guinea  (ICSID Case No. ARB/13/33),,PNG Sustainable Development Program Ltd.,"Oil, Gas & Mining",,Investment Law - Papua New Guinea,,PNG,ICSID Convention - Arbitration Rules,,Concluded,Gold and copper mining project
3111,"Pluspetrol Perú Corporation and others v. Perupetro S.A, ICSID Case No. ARB/12/28","Mining and quarrying, including hydrocarbons (oil and gas)",,,Contrato de Licencia para la Explotación de Hidrocarburos en el Lote 56,,"Pluspetrol Peru Corporation S.A., Pluspetrol Lote 56 S.A., Hunt Oil Company of Peru L.L.C., Sucursal del Peru, SK Innovation, Sucursal Peruana, Tecpetrol Bloque 5 S.A.C., Sonatrach Peru Corporation S.A.C., Repsol Exploracion Peru, Sucursal Del Peru",ICSID,,,,231.0,,ARB/12/28,Pluspetrol Perú Corporation and others v. Perupetro S.A.  (ICSID Case No. ARB/12/28),,Pluspetrol Perú Corporation and others,"Oil, Gas & Mining",,Contract,,Perupetro S.A.,ICSID Convention - Arbitration Rules,,Concluded,Hydrocarbon concession
857,"Plama Consortium Limited v. Republic of Bulgaria, ICSID Case No. ARB/03/24",,BGR,,Energy Charter Treaty (ECT),59.0,Plama Consortium Limited,ICSID,,Energy Charter Treaty (ECT),,595.0,,ARB/03/24,Plama Consortium Limited  v. Republic of Bulgaria  (ICSID Case No. ARB/03/24),,Plama Consortium Limited,"Oil, Gas & Mining","BIT Finland - Bulgaria 1997, BIT Cyprus - Bulgaria 1987",ECT (Energy Charter Treaty),,BGR,ICSID Convention - Arbitration Rules,,Concluded,Oil refinery
863,"Pope & Talbot Inc. v. The Government of Canada, UNCITRAL","Agriculture, forestry and fishing",CAN,"US $461,566",NAFTA,11.0,Pope & Talbot Inc.,UNCITRAL,In favour of Investor,NAFTA,,,,,,,,,,,,,,,,
2404,"RECOFI SA v. Vietnam, UNCITRAL",Accommodation and food service activities,VNM,,France-Vietnam BIT,1016.0,RECOFI,UNCITRAL,In favour of State,France-Vietnam BIT,,,,,,,,,,,,,,,,
1282,Plain Packaging of Tobacco Products Dispute,,,,NAFTA,11.0,Plain Packaging of Tobacco Products Dispute,,,NAFTA,CAN,,,,,,,,,,,,,,,
3970,"PJSC CB PrivatBank and Finance Company Finilon LLC v. The Russian Federation, PCA Case No. 2015-21",Financial and insurance activities,,,Russian Federation - Ukraine BIT (1998),2719.0,,UNCITRAL,,Russian Federation - Ukraine BIT (1998),,,,,,,,,,,,,,,,
3585,"Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A. v. Argentine Republic, ICSID Case No. ARB/03/12","Electricity, gas, steam and air conditioning supply",,,Argentina-United States BIT,179.0,,ICSID,Settled,Argentina-United States BIT,,613.0,,ARB/03/12,"Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A. v. Argentine Republic (ICSID Case No. ARB/03/12)",,"Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A.",Electric Power & Other Energy,BIT United States of America - Argentina 1991,,,ARG,ICSID Convention - Arbitration Rules,,Concluded,Hydrocarbon and electricity concessions
2073,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic, ICSID Case No. ARB/13/8",,GRC,,Cyprus-Greece BIT,915.0,"Poštová banka, a.s. , ISTROKAPITAL SE",ICSID,,Cyprus-Greece BIT,,205.0,,ARB/13/8,"Poštová banka, a.s. and ISTROKAPITAL SE v. Hellenic Republic (ICSID Case No. ARB/13/8)",,"Poštová banka, a.s. and ISTROKAPITAL SE",Finance,"BIT Cyprus - Greece 1992, BIT Greece - Czech Republic 1991",,,GRC,ICSID Convention - Arbitration Rules,,Concluded,Debt instruments
3584,"Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A. v. Argentine Republic, ICSID Case No. ARB/03/12","Electricity, gas, steam and air conditioning supply",,,Argentina-United States BIT,179.0,,ICSID,Settled,Argentina-United States BIT,,613.0,,ARB/03/12,"Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A. v. Argentine Republic (ICSID Case No. ARB/03/12)",,"Pioneer Natural Resources Company, Pioneer Natural Resources (Argentina) S.A. and Pioneer Natural Resources (Tierra del Fuego) S.A.",Electric Power & Other Energy,BIT United States of America - Argentina 1991,,,ARG,ICSID Convention - Arbitration Rules,,Concluded,Hydrocarbon and electricity concessions
3088,"Ping An Life Insurance Company, Limited and Ping An Insurance (Group) Company, Limited v. The Government of Belgium, ICSID Case No. ARB/12/29",Financial and insurance activities,BEL,,China-Belgium BIT (1986),1427.0,"Ping An Life Insurance Company Limited,  Ping An Insurance (Group) Company Limited",,In favour of State,China-Belgium BIT (1986),,229.0,,ARB/12/29,"Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited v. Kingdom of Belgium (ICSID Case No. ARB/12/29)",,"Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited",Finance,"BIT China - Belgium-Luxembourg 1984, BIT China - Belgium-Luxembourg 2005",,,BEL,ICSID Convention - Arbitration Rules,,Concluded,Banking and financial services
3088,"Ping An Life Insurance Company, Limited and Ping An Insurance (Group) Company, Limited v. The Government of Belgium, ICSID Case No. ARB/12/29",Financial and insurance activities,BEL,,China-Belgium BIT (1986),1427.0,"Ping An Life Insurance Company Limited,  Ping An Insurance (Group) Company Limited",,In favour of State,China-Belgium BIT (1986),,220.0,,ARB/12/29,"Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited v. Kingdom of Belgium (ICSID Case No. ARB/12/29)",,"Ping An Life Insurance Company of China, Limited and Ping An Insurance (Group) Company of China, Limited",Finance,"BIT China - Belgium-Luxembourg 1984, BIT China - Belgium-Luxembourg 2005",,,BEL,ICSID Convention - Arbitration Rules,,Concluded,Banking and financial services
850,"Phoenix Action, Ltd. v. The Czech Republic, ICSID Case No. ARB/06/5",,CZE,,Czech Republic-Israel BIT,508.0,"Phoenix Action, Ltd.",ICSID,,Czech Republic-Israel BIT,,503.0,,ARB/06/5,Phoenix Action Ltd  v. Czech Republic  (ICSID Case No. ARB/06/5),,Phoenix Action Ltd,Other Industry,BIT Israel - Czech Republic 1997,,,CZE,ICSID Convention - Arbitration Rules,,Concluded,Metal industry project
